tree_id,n_dets,n_sides,naive_B1,naive_B2,naive_B3,naive_B4,naive_total,corrected_B1,corrected_B2,corrected_B3,corrected_B4,corrected_total,visibility_B1,visibility_B2,visibility_B3,visibility_B4,visibility_total,adaptive_visibility_B1,adaptive_visibility_B2,adaptive_visibility_B3,adaptive_visibility_B4,adaptive_visibility_total,adaptive_corrected_B1,adaptive_corrected_B2,adaptive_corrected_B3,adaptive_corrected_B4,adaptive_corrected_total,v6_selector_B1,v6_selector_B2,v6_selector_B3,v6_selector_B4,v6_selector_total,stacking_density_v7_B1,stacking_density_v7_B2,stacking_density_v7_B3,stacking_density_v7_B4,stacking_density_v7_total,stacking_bracketed_v7_B1,stacking_bracketed_v7_B2,stacking_bracketed_v7_B3,stacking_bracketed_v7_B4,stacking_bracketed_v7_total,entropy_modulated_v8_B1,entropy_modulated_v8_B2,entropy_modulated_v8_B3,entropy_modulated_v8_B4,entropy_modulated_v8_total,v8_entropy_stacking_B1,v8_entropy_stacking_B2,v8_entropy_stacking_B3,v8_entropy_stacking_B4,v8_entropy_stacking_total,density_scaled_vis_B1,density_scaled_vis_B2,density_scaled_vis_B3,density_scaled_vis_B4,density_scaled_vis_total,class_aware_vis_B1,class_aware_vis_B2,class_aware_vis_B3,class_aware_vis_B4,class_aware_vis_total,side_coverage_B1,side_coverage_B2,side_coverage_B3,side_coverage_B4,side_coverage_total,hybrid_vis_corr_B1,hybrid_vis_corr_B2,hybrid_vis_corr_B3,hybrid_vis_corr_B4,hybrid_vis_corr_total,ordinal_prior_B1,ordinal_prior_B2,ordinal_prior_B3,ordinal_prior_B4,ordinal_prior_total,relaxed_match_B1,relaxed_match_B2,relaxed_match_B3,relaxed_match_B4,relaxed_match_total,best_visibility_grid_B1,best_visibility_grid_B2,best_visibility_grid_B3,best_visibility_grid_B4,best_visibility_grid_total,best_class_aware_grid_B1,best_class_aware_grid_B2,best_class_aware_grid_B3,best_class_aware_grid_B4,best_class_aware_grid_total,best_relaxed_grid_B1,best_relaxed_grid_B2,best_relaxed_grid_B3,best_relaxed_grid_B4,best_relaxed_grid_total,best_ensemble_grid_B1,best_ensemble_grid_B2,best_ensemble_grid_B3,best_ensemble_grid_B4,best_ensemble_grid_total,naive_mean_ensemble_B1,naive_mean_ensemble_B2,naive_mean_ensemble_B3,naive_mean_ensemble_B4,naive_mean_ensemble_total
DAMIMAS_A21B_0817,28,8,12,9,7,0,28,6,5,4,0,15,6,5,4,0,15,7,5,4,0,16,7,5,4,0,16,7,5,4,0,16,6,5,4,0,15,6,5,4,0,15,6,6,4,0,16,6,6,4,0,16,6,5,4,0,15,6,6,4,0,16,6,5,4,0,15,6,5,4,0,15,6,5,4,0,15,1,1,1,0,3,6,5,4,0,15,6,5,4,0,15,1,1,1,0,3,7,5,4,0,16,6,5,4,0,15
DAMIMAS_A21B_0818,40,8,1,13,26,0,40,1,7,14,0,22,1,7,14,0,22,1,8,15,0,24,1,9,17,0,27,1,7,14,0,22,1,9,17,0,27,1,9,17,0,27,1,9,17,0,27,1,9,17,0,27,1,7,15,0,23,1,8,16,0,25,1,7,14,0,22,1,8,15,0,24,1,7,14,0,22,1,1,1,0,3,1,7,14,0,22,1,8,15,0,24,1,1,2,0,4,1,8,15,0,24,1,7,14,0,22
DAMIMAS_A21B_0819,45,8,0,8,33,4,45,0,4,18,2,24,0,4,18,2,24,0,5,20,2,27,0,6,23,3,32,0,6,23,3,32,0,5,22,3,30,0,5,22,3,30,0,6,22,3,31,0,6,22,3,31,0,4,19,2,25,0,5,20,2,27,0,4,18,2,24,0,5,20,2,27,0,4,18,2,24,0,1,1,1,3,0,4,18,2,24,0,5,19,2,26,0,1,1,1,3,0,5,20,2,27,0,4,18,2,24
DAMIMAS_A21B_0820,46,8,1,13,29,3,46,1,7,16,2,26,1,7,15,2,25,1,8,17,2,28,1,9,20,2,32,1,9,20,2,32,1,9,19,2,31,1,9,19,2,31,1,9,19,3,32,1,9,19,3,32,1,7,16,2,26,1,8,18,2,29,1,7,15,2,25,1,8,17,2,28,1,7,15,2,25,1,1,1,1,4,1,7,16,2,26,1,8,17,2,28,1,1,1,2,5,1,8,17,2,28,1,7,15,2,25
DAMIMAS_A21B_0821,21,8,9,2,8,2,21,5,1,4,1,11,5,1,4,1,11,5,1,5,1,12,5,1,5,1,12,5,1,5,1,12,4,1,5,1,11,4,2,5,1,12,4,2,5,1,12,4,2,5,1,12,5,1,4,1,11,5,1,5,1,12,5,2,4,1,12,5,1,4,1,11,5,1,4,1,11,1,2,1,1,5,5,1,4,1,11,5,1,5,1,12,1,2,1,2,6,5,1,5,1,12,5,1,4,1,11
DAMIMAS_A21B_0822,38,8,4,3,29,2,38,2,2,16,1,21,2,2,15,1,20,2,2,17,1,22,2,2,19,1,24,2,2,19,1,24,2,2,18,1,23,2,2,18,1,23,3,2,18,2,25,3,2,18,2,25,2,2,16,1,21,2,2,18,1,23,2,2,15,1,20,2,2,17,1,22,2,2,15,1,20,1,1,1,1,4,2,2,16,1,21,2,2,17,1,22,1,1,1,1,4,2,2,17,1,22,2,2,15,1,20
DAMIMAS_A21B_0823,57,8,7,4,32,14,57,4,2,18,8,32,4,2,17,8,31,4,2,19,8,33,4,3,22,10,39,4,3,22,10,39,4,3,21,10,38,4,3,21,10,38,4,3,21,11,39,4,3,21,11,39,4,2,19,9,34,4,2,20,7,33,4,2,17,8,31,4,2,19,9,34,4,2,17,8,31,1,1,1,1,4,4,2,17,8,31,4,2,19,8,33,1,1,1,1,4,4,2,19,8,33,4,2,17,8,31
DAMIMAS_A21B_0824,41,8,4,20,16,1,41,2,11,9,1,23,2,11,9,1,23,2,12,10,1,25,2,14,11,1,28,2,14,11,1,28,2,13,10,1,26,2,13,10,1,26,3,13,10,1,27,3,13,10,1,27,2,12,10,1,25,2,12,10,1,25,2,11,9,1,23,2,12,10,1,25,2,11,9,1,23,1,1,1,1,4,2,11,9,1,23,2,12,9,1,24,1,1,1,1,4,2,12,10,1,25,2,11,9,1,23
DAMIMAS_A21B_0825,28,8,6,2,13,7,28,3,1,7,4,15,3,1,7,4,15,4,1,8,4,17,3,1,8,5,17,3,1,8,5,17,3,1,8,5,17,3,1,8,5,17,3,1,8,5,17,3,1,8,5,17,3,1,7,4,15,3,1,8,4,16,3,1,7,4,15,3,1,7,4,15,3,1,7,4,15,1,2,1,1,5,3,1,7,4,15,3,1,8,4,16,1,2,1,1,5,3,1,8,4,16,3,1,7,4,15
DAMIMAS_A21B_0826,21,8,0,11,10,0,21,0,6,6,0,12,0,6,5,0,11,0,6,6,0,12,0,6,6,0,12,0,6,5,0,11,0,6,6,0,12,0,6,6,0,12,0,6,6,0,12,0,6,6,0,12,0,6,5,0,11,0,7,6,0,13,0,6,5,0,11,0,6,5,0,11,0,6,5,0,11,0,1,1,0,2,0,6,5,0,11,0,6,6,0,12,0,1,1,0,2,0,6,6,0,12,0,6,5,0,11
DAMIMAS_A21B_0827,45,8,4,2,25,14,45,2,1,14,8,25,2,1,13,7,23,2,1,15,8,26,2,1,17,10,30,2,1,17,10,30,2,1,16,10,29,2,1,16,10,29,3,2,16,10,31,3,2,16,10,31,2,1,14,7,24,2,1,15,7,25,2,1,13,7,23,2,1,15,8,26,2,1,13,7,23,1,1,1,1,4,2,1,14,8,25,2,1,15,8,26,1,1,1,1,4,2,1,15,8,26,2,1,13,7,23
DAMIMAS_A21B_0828,49,8,5,15,28,1,49,3,8,16,1,28,3,8,15,1,27,3,9,17,1,30,3,10,19,1,33,3,10,19,1,33,3,10,18,1,32,3,10,18,1,32,3,10,18,1,32,3,10,18,1,32,3,9,16,1,29,3,9,17,1,30,3,8,15,1,27,3,9,17,1,30,3,8,15,1,27,1,1,1,1,4,3,8,15,1,27,3,9,16,1,29,1,1,1,1,4,3,9,17,1,30,3,8,15,1,27
DAMIMAS_A21B_0829,33,8,6,3,18,6,33,3,2,10,4,19,3,2,10,3,18,4,2,11,4,21,3,2,11,4,20,3,2,11,4,20,3,2,11,4,20,3,2,11,4,20,3,2,11,4,20,3,2,11,4,20,3,2,10,3,18,3,2,11,3,19,3,2,10,3,18,3,2,10,3,18,3,2,10,3,18,1,1,1,1,4,3,2,10,3,18,3,2,10,3,18,1,2,2,2,7,3,2,11,4,20,3,2,9,3,17
DAMIMAS_A21B_0830,34,8,12,6,8,8,34,6,3,4,5,18,6,3,4,4,17,7,4,5,5,21,7,4,5,5,21,7,4,5,5,21,7,4,5,5,21,7,4,5,5,21,7,4,5,5,21,7,4,5,5,21,6,3,4,4,17,6,4,5,4,19,6,3,4,4,17,6,3,4,4,17,6,3,4,4,17,1,1,1,1,4,7,3,4,4,18,7,4,5,4,20,1,2,1,1,5,7,4,5,5,21,6,3,4,4,17
DAMIMAS_A21B_0831,52,8,3,7,35,7,52,2,4,19,4,29,2,4,19,4,29,2,4,21,4,31,2,5,24,5,36,2,4,19,4,29,2,5,23,5,35,2,5,23,5,35,2,5,23,6,36,2,5,23,6,36,2,4,21,4,31,2,4,22,4,32,2,4,19,4,29,2,4,21,4,31,2,4,19,4,29,1,1,1,1,4,2,4,19,4,29,2,4,21,4,31,2,1,1,1,5,2,4,21,4,31,2,4,19,4,29
DAMIMAS_A21B_0832,37,8,0,8,28,1,37,0,4,16,1,21,0,4,15,1,20,0,5,17,1,23,0,5,18,1,24,0,4,15,1,20,0,5,17,1,23,0,5,17,1,23,0,5,17,1,23,0,5,17,1,23,0,4,16,1,21,0,5,17,1,23,0,4,15,1,20,0,4,16,1,21,0,4,15,1,20,0,1,1,1,3,0,4,15,1,20,0,5,16,1,22,0,1,1,1,3,0,5,17,1,23,0,4,15,1,20
DAMIMAS_A21B_0833,22,8,8,1,10,3,22,4,1,6,2,13,4,1,5,2,12,5,1,6,2,14,4,1,6,2,13,4,1,6,2,13,4,1,5,2,12,4,1,5,2,12,4,1,6,2,13,4,1,6,2,13,4,1,5,2,12,4,1,6,2,13,4,1,5,2,12,4,1,5,2,12,4,1,5,2,12,1,1,1,1,4,4,1,5,2,12,4,1,6,2,13,1,1,1,2,5,4,1,6,2,13,4,1,5,2,12
DAMIMAS_A21B_0834,46,8,5,15,13,13,46,3,8,7,8,26,3,8,7,7,25,3,9,8,8,28,3,10,9,10,32,3,10,9,10,32,3,10,9,9,31,3,10,9,9,31,3,10,9,10,32,3,10,9,10,32,3,9,7,7,26,3,9,8,7,27,3,8,7,7,25,3,9,8,8,28,3,8,7,7,25,1,1,1,1,4,3,8,7,7,25,3,9,8,7,27,1,1,1,1,4,3,9,8,8,28,3,8,7,7,25
DAMIMAS_A21B_0835,43,8,0,1,37,5,43,0,1,21,3,25,0,1,20,3,24,0,1,22,3,26,0,1,25,4,30,0,1,20,3,24,0,1,24,4,29,0,1,24,4,29,0,1,24,4,29,0,1,24,4,29,0,1,21,3,25,0,1,23,3,27,0,1,20,3,24,0,1,22,3,26,0,3,18,3,24,0,1,1,1,3,0,1,20,3,24,0,1,22,3,26,0,1,1,3,5,0,1,22,3,26,0,1,19,3,23
DAMIMAS_A21B_0836,36,8,11,9,16,0,36,6,5,9,0,20,6,5,8,0,19,7,5,9,0,21,6,6,10,0,22,6,6,10,0,22,6,6,10,0,22,6,6,10,0,22,6,6,10,0,22,6,6,10,0,22,6,5,8,0,19,6,6,10,0,22,6,5,8,0,19,6,5,9,0,20,6,4,9,0,19,1,1,1,0,3,6,5,9,0,20,6,5,9,0,20,1,1,1,0,3,6,5,9,0,20,6,5,8,0,19
DAMIMAS_A21B_0837,35,8,8,3,21,3,35,4,2,12,2,20,4,2,11,2,19,5,2,12,2,21,5,2,13,2,22,5,2,13,2,22,5,2,13,2,22,5,2,13,2,22,5,2,13,2,22,5,2,13,2,22,4,2,12,2,20,4,2,13,2,21,4,2,11,2,19,4,2,12,2,20,4,2,11,2,19,1,1,1,2,5,4,2,11,2,19,4,2,12,2,20,1,2,1,2,6,5,2,12,2,21,4,2,11,2,19
DAMIMAS_A21B_0838,34,7,0,3,14,17,34,0,2,8,10,20,0,2,7,9,18,0,2,8,10,20,0,2,9,12,23,0,2,9,12,23,0,2,8,11,21,0,2,8,11,21,0,2,9,12,23,0,2,9,12,23,0,2,7,9,18,0,2,9,9,20,0,2,7,9,18,0,2,8,10,20,0,2,7,9,18,0,1,1,1,3,0,2,8,9,19,0,2,8,9,19,0,2,1,1,4,0,2,8,10,20,0,2,7,9,18
DAMIMAS_A21B_0839,36,8,5,3,27,1,36,3,2,15,1,21,3,2,14,1,20,3,2,16,1,22,3,2,17,1,23,3,2,17,1,23,3,2,17,1,23,3,2,17,1,23,3,2,17,1,23,3,2,17,1,23,3,2,15,1,21,3,2,17,1,23,3,2,14,1,20,3,2,15,1,21,3,2,14,1,20,1,1,1,1,4,3,2,15,1,21,3,2,16,1,22,1,1,1,1,4,3,2,16,1,22,3,2,14,1,20
DAMIMAS_A21B_0840,45,8,5,21,18,1,45,3,12,10,1,26,3,11,10,1,25,3,13,11,1,28,3,15,12,1,31,3,15,12,1,31,3,13,12,1,29,3,13,12,1,29,3,13,12,1,29,3,13,12,1,29,3,12,11,1,27,3,13,11,1,28,3,11,10,1,25,3,13,11,1,28,3,11,10,1,25,1,1,1,1,4,3,11,10,1,25,3,12,10,1,26,1,1,1,1,4,3,13,11,1,28,3,11,10,1,25
DAMIMAS_A21B_0841,22,8,7,1,10,4,22,4,1,6,2,13,4,1,5,2,12,4,1,6,2,13,4,1,6,2,13,4,1,6,2,13,4,1,6,2,13,4,1,6,2,13,4,1,6,3,14,4,1,6,3,14,4,1,5,2,12,4,1,6,2,13,4,1,5,2,12,4,1,5,2,12,4,1,5,2,12,1,1,1,1,4,4,1,5,2,12,4,1,6,2,13,1,1,1,3,6,4,1,6,2,13,4,1,5,2,12
DAMIMAS_A21B_0842,46,8,8,10,16,12,46,4,6,9,7,26,4,5,9,6,24,5,6,10,7,28,5,7,11,9,32,5,7,11,9,32,5,7,11,9,32,5,7,11,9,32,5,7,11,9,32,5,7,11,9,32,4,5,10,6,25,4,6,10,6,26,4,5,9,6,24,4,6,10,7,27,4,5,9,6,24,1,1,1,1,4,4,5,9,6,24,4,6,9,6,25,1,1,1,2,5,5,6,10,7,28,4,5,9,6,24
DAMIMAS_A21B_0843,34,8,0,5,24,5,34,0,3,13,3,19,0,3,12,3,18,0,3,14,3,20,0,3,15,3,21,0,3,13,3,19,0,3,14,3,20,0,3,14,3,20,0,3,14,4,21,0,3,14,4,21,0,3,13,3,19,0,3,15,3,21,0,3,12,3,18,0,3,13,3,19,0,3,12,3,18,0,1,1,1,3,0,3,13,3,19,0,3,14,3,20,0,1,1,1,3,0,3,14,3,20,0,3,12,3,18
DAMIMAS_A21B_0844,45,8,5,17,21,2,45,3,10,12,1,26,3,9,11,1,24,3,10,12,1,26,3,12,14,1,30,3,12,14,1,30,3,12,14,1,30,3,12,14,1,30,3,12,14,2,31,3,12,14,2,31,3,10,12,1,26,3,11,13,1,28,3,9,11,1,24,3,10,12,1,26,3,9,11,1,24,1,1,1,2,5,3,9,11,1,24,3,10,12,1,26,1,1,1,2,5,3,10,12,1,26,3,9,11,1,24
DAMIMAS_A21B_0845,13,8,3,1,8,1,13,2,1,4,1,8,2,1,4,1,8,2,1,4,1,8,1,1,4,1,7,1,1,4,1,7,1,1,4,1,7,1,1,4,1,7,2,1,4,1,8,2,1,4,1,8,2,1,4,1,8,2,1,5,1,9,2,1,4,1,8,2,1,4,1,8,2,1,4,1,8,1,1,1,1,4,2,1,4,1,8,2,1,5,1,9,1,1,1,1,4,1,1,4,1,7,2,1,4,1,8
DAMIMAS_A21B_0846,26,8,0,12,14,0,26,0,7,8,0,15,0,6,7,0,13,0,7,8,0,15,0,7,8,0,15,0,6,8,0,14,0,7,8,0,15,0,7,8,0,15,0,7,8,0,15,0,7,8,0,15,0,6,7,0,13,0,7,9,0,16,0,6,7,0,13,0,6,7,0,13,0,6,7,0,13,0,1,1,0,2,0,6,8,0,14,0,7,8,0,15,0,1,1,0,2,0,7,8,0,15,0,6,7,0,13
DAMIMAS_A21B_0847,44,8,3,10,29,2,44,2,6,16,1,25,2,5,15,1,23,2,6,17,1,26,2,7,20,1,30,2,7,20,1,30,2,7,19,1,29,2,7,19,1,29,2,7,19,2,30,2,7,19,2,30,2,5,16,1,24,2,6,18,1,27,2,5,15,1,23,2,6,17,1,26,2,5,15,1,23,1,1,1,1,4,2,5,16,1,24,2,6,17,1,26,2,1,1,2,6,2,6,17,1,26,2,5,15,1,23
DAMIMAS_A21B_0848,25,8,0,9,15,1,25,0,5,8,1,14,0,5,8,1,14,0,5,9,1,15,0,5,9,1,15,0,5,8,1,14,0,5,9,1,15,0,5,9,1,15,0,5,9,1,15,0,5,9,1,15,0,5,8,1,14,0,6,9,1,16,0,5,8,1,14,0,5,8,1,14,0,7,6,1,14,0,1,1,1,3,0,5,8,1,14,0,5,9,1,15,0,1,1,1,3,0,5,9,1,15,0,5,7,1,13
DAMIMAS_A21B_0849,19,8,5,2,10,2,19,3,1,6,1,11,3,1,5,1,10,3,1,6,1,11,3,1,6,1,11,3,1,6,1,11,3,1,6,1,11,3,1,6,1,11,3,1,6,1,11,3,1,6,1,11,3,1,5,1,10,3,1,6,1,11,3,1,5,1,10,3,1,5,1,10,3,2,4,1,10,1,1,1,1,4,3,1,5,1,10,3,1,6,1,11,1,1,2,1,5,3,1,6,1,11,3,1,5,1,10
DAMIMAS_A21B_0850,43,8,6,6,18,13,43,3,3,10,8,24,3,3,10,7,23,4,4,11,8,27,4,4,12,10,30,4,4,12,10,30,4,4,12,9,29,4,4,12,9,29,4,4,12,10,30,4,4,12,10,30,3,3,11,7,24,3,4,11,7,25,3,3,10,7,23,3,3,11,8,25,3,3,10,7,23,1,1,1,1,4,3,3,10,7,23,3,3,10,7,23,1,1,1,1,4,4,4,11,8,27,3,3,10,7,23
DAMIMAS_A21B_0851,51,8,0,15,32,4,51,0,8,18,2,28,0,8,17,2,27,0,9,19,2,30,0,10,22,3,35,0,10,22,3,35,0,9,21,3,33,0,9,21,3,33,0,10,21,3,34,0,10,21,3,34,0,9,18,2,29,0,9,20,2,31,0,8,17,2,27,0,9,19,2,30,0,8,17,2,27,0,1,1,1,3,0,8,17,2,27,0,9,19,2,30,0,1,1,1,3,0,9,19,2,30,0,8,17,2,27
DAMIMAS_A21B_0852,14,8,2,8,4,0,14,1,4,2,0,7,1,4,2,0,7,1,4,2,0,7,1,4,2,0,7,1,4,2,0,7,1,4,2,0,7,1,4,3,0,8,1,4,3,0,8,1,4,3,0,8,1,4,2,0,7,1,5,2,0,8,1,4,3,0,8,1,4,2,0,7,1,2,4,0,7,1,1,1,0,3,1,4,2,0,7,1,5,2,0,8,1,1,2,0,4,1,4,2,0,7,1,4,2,0,7
DAMIMAS_A21B_0853,28,8,6,3,14,5,28,3,2,8,3,16,3,2,7,3,15,4,2,8,3,17,3,2,8,3,16,3,2,8,3,16,3,2,8,3,16,3,2,8,3,16,3,2,9,3,17,3,2,9,3,17,3,2,7,3,15,3,2,9,3,17,3,2,7,3,15,3,2,7,3,15,3,2,7,3,15,1,1,1,1,4,3,2,7,3,15,3,2,8,3,16,1,2,1,2,6,3,2,8,3,16,3,2,7,3,15
DAMIMAS_A21B_0854,42,8,12,6,12,12,42,6,3,7,7,23,6,3,6,6,21,7,4,7,7,25,7,4,8,9,28,7,4,8,9,28,7,4,8,9,28,7,4,8,9,28,7,4,8,9,28,7,4,8,9,28,6,3,6,6,21,6,4,7,6,23,6,3,6,6,21,6,3,7,7,23,6,3,6,6,21,1,1,1,1,4,7,3,6,6,22,7,3,7,6,23,1,1,1,1,4,7,4,7,7,25,6,3,6,6,21
LONSUM_A21A_0001,6,4,0,0,3,3,6,0,0,2,2,4,0,0,2,2,4,0,0,1,2,3,0,0,2,2,4,0,0,2,2,4,0,0,2,2,4,0,0,2,2,4,0,0,2,2,4,0,0,2,2,4,0,0,2,2,4,0,0,2,2,4,0,0,2,2,4,0,0,2,2,4,0,0,2,2,4,0,0,1,1,2,0,0,2,2,4,0,0,2,2,4,0,0,1,1,2,0,0,1,2,3,0,0,2,2,4
LONSUM_A21A_0002,11,4,0,6,5,0,11,0,3,3,0,6,0,3,3,0,6,0,3,3,0,6,0,3,3,0,6,0,4,3,0,7,0,3,3,0,6,0,3,3,0,6,0,3,3,0,6,0,3,3,0,6,0,3,3,0,6,0,4,3,0,7,0,3,3,0,6,0,3,3,0,6,0,3,3,0,6,0,1,1,0,2,0,3,3,0,6,0,3,3,0,6,0,1,1,0,2,0,3,3,0,6,0,3,3,0,6
LONSUM_A21A_0003,16,4,0,0,8,8,16,0,0,4,5,9,0,0,4,4,8,0,0,5,4,9,0,0,4,5,9,0,0,5,4,9,0,0,4,5,9,0,0,4,5,9,0,0,4,5,9,0,0,4,5,9,0,0,4,4,8,0,0,5,4,9,0,0,4,4,8,0,0,4,4,8,0,0,4,4,8,0,0,1,1,2,0,0,4,4,8,0,0,5,4,9,0,0,1,1,2,0,0,4,4,8,0,0,4,4,8
LONSUM_A21A_0004,15,4,0,6,9,0,15,0,3,5,0,8,0,3,5,0,8,0,3,5,0,8,0,3,5,0,8,0,4,6,0,10,0,3,5,0,8,0,3,5,0,8,0,3,5,0,8,0,3,5,0,8,0,3,5,0,8,0,4,6,0,10,0,3,5,0,8,0,3,5,0,8,0,3,5,0,8,0,1,1,0,2,0,3,5,0,8,0,3,5,0,8,0,1,1,0,2,0,3,5,0,8,0,3,5,0,8
LONSUM_A21A_0005,8,4,0,0,7,1,8,0,0,4,1,5,0,0,4,1,5,0,0,4,0,4,0,0,4,1,5,0,0,4,1,5,0,0,4,1,5,0,0,4,1,5,0,0,4,1,5,0,0,4,1,5,0,0,4,1,5,0,0,4,1,5,0,0,4,1,5,0,0,4,1,5,0,0,4,1,5,0,0,1,1,2,0,0,4,1,5,0,0,4,1,5,0,0,1,1,2,0,0,4,1,5,0,0,4,1,5
LONSUM_A21A_0006,11,4,2,3,3,3,11,1,2,2,2,7,1,2,2,2,7,1,2,2,2,7,1,2,2,2,7,1,2,2,2,7,1,2,2,2,7,2,2,2,2,8,2,2,2,2,8,2,2,2,2,8,1,2,2,2,7,1,2,2,2,7,2,2,2,2,8,1,2,2,2,7,1,2,2,2,7,2,1,1,1,5,1,2,2,2,7,1,2,2,2,7,2,2,1,1,6,1,2,2,2,7,1,2,2,2,7
LONSUM_A21A_0007,15,4,0,0,15,0,15,0,0,8,0,8,0,0,8,0,8,0,0,8,0,8,0,0,8,0,8,0,0,8,0,8,0,0,8,0,8,0,0,8,0,8,0,0,8,0,8,0,0,8,0,8,0,0,8,0,8,0,0,9,0,9,0,0,8,0,8,0,0,8,0,8,0,0,8,0,8,0,0,1,0,1,0,0,8,0,8,0,0,9,0,9,0,0,1,0,1,0,0,8,0,8,0,0,7,0,7
LONSUM_A21A_0008,3,3,0,0,3,0,3,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,1,0,1,0,0,2,0,2,0,0,2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,2,0,2
LONSUM_A21A_0009,7,4,1,0,2,4,7,1,0,1,2,4,1,0,1,2,4,1,0,1,2,4,0,0,1,2,3,0,0,1,2,3,0,0,1,2,3,1,0,1,2,4,1,0,1,2,4,1,0,1,2,4,1,0,1,2,4,1,0,1,2,4,1,0,1,2,4,1,0,1,2,4,1,0,1,2,4,1,0,1,1,3,1,0,1,2,4,1,0,1,2,4,1,0,1,1,3,1,0,1,2,4,1,0,1,2,4
LONSUM_A21A_0010,13,4,1,4,5,3,13,1,2,3,2,8,1,2,3,2,8,1,2,3,2,8,0,2,3,2,7,0,2,3,2,7,0,2,3,2,7,1,2,3,2,8,1,2,3,2,8,1,2,3,2,8,1,2,3,2,8,1,2,3,2,8,1,2,3,2,8,1,2,3,2,8,1,2,3,2,8,1,1,1,1,4,1,2,3,2,8,1,2,3,2,8,1,2,1,2,6,1,2,3,2,8,1,2,3,2,8
LONSUM_A21A_0011,19,4,0,1,17,1,19,0,1,9,1,11,0,1,9,1,11,0,1,10,1,12,0,1,10,1,12,0,1,10,1,12,0,1,9,1,11,0,1,9,1,11,0,1,9,1,11,0,1,9,1,11,0,1,9,1,11,0,1,10,1,12,0,1,9,1,11,0,1,9,1,11,0,1,9,1,11,0,1,1,1,3,0,1,9,1,11,0,1,10,1,12,0,1,1,1,3,0,1,10,1,12,0,1,8,1,10
LONSUM_A21A_0012,9,4,0,3,5,1,9,0,2,3,1,6,0,2,3,1,6,0,2,3,1,6,0,2,3,1,6,0,2,3,1,6,0,2,3,1,6,0,2,3,1,6,0,2,3,1,6,0,2,3,1,6,0,2,3,1,6,0,2,3,1,6,0,2,3,1,6,0,2,3,1,6,0,2,3,1,6,0,1,1,1,3,0,2,3,1,6,0,2,3,1,6,0,2,1,1,4,0,2,3,1,6,0,2,3,1,6
LONSUM_A21A_0013,5,3,0,0,5,0,5,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,0,0,1,0,1,0,0,3,0,3,0,0,3,0,3,0,0,2,0,2,0,0,3,0,3,0,0,3,0,3
LONSUM_A21A_0014,8,4,0,0,7,1,8,0,0,4,1,5,0,0,4,1,5,0,0,4,0,4,0,0,4,1,5,0,0,4,1,5,0,0,4,1,5,0,0,4,1,5,0,0,4,1,5,0,0,4,1,5,0,0,4,1,5,0,0,4,1,5,0,0,4,1,5,0,0,4,1,5,0,0,4,1,5,0,0,1,1,2,0,0,4,1,5,0,0,4,1,5,0,0,2,1,3,0,0,4,1,5,0,0,4,1,5
LONSUM_A21A_0015,17,4,0,0,12,5,17,0,0,7,3,10,0,0,6,3,9,0,0,7,3,10,0,0,7,3,10,0,0,7,3,10,0,0,6,3,9,0,0,6,3,9,0,0,6,3,9,0,0,6,3,9,0,0,6,3,9,0,0,7,3,10,0,0,6,3,9,0,0,6,3,9,0,0,6,3,9,0,0,1,1,2,0,0,6,3,9,0,0,7,3,10,0,0,1,1,2,0,0,7,3,10,0,0,6,3,9
LONSUM_A21A_0016,4,3,0,0,4,0,4,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,1,0,1,0,0,2,0,2,0,0,2,0,2,0,0,1,0,1,0,0,2,0,2,0,0,2,0,2
LONSUM_A21A_0017,4,4,0,0,4,0,4,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,1,1,0,2,0,0,1,0,1,0,0,2,0,2,0,0,2,0,2,0,0,1,0,1,0,0,2,0,2,0,0,2,0,2
LONSUM_A21A_0018,11,4,0,4,6,1,11,0,2,3,1,6,0,2,3,1,6,0,2,3,1,6,0,2,3,1,6,0,2,3,1,6,0,2,3,1,6,0,2,3,1,6,0,2,3,1,6,0,2,3,1,6,0,2,3,1,6,0,2,4,1,7,0,2,3,1,6,0,2,3,1,6,0,2,3,1,6,0,1,1,1,3,0,2,3,1,6,0,2,3,1,6,0,1,1,1,3,0,2,3,1,6,0,2,3,1,6
