tree_id,split,n_dets,n_sides,M01_selector_b2b3_B1,M01_selector_b2b3_B2,M01_selector_b2b3_B3,M01_selector_b2b3_B4,M01_selector_b2b3_total,M02_selector_trifurc_B1,M02_selector_trifurc_B2,M02_selector_trifurc_B3,M02_selector_trifurc_B4,M02_selector_trifurc_total,M03_blend_geometric_B1,M03_blend_geometric_B2,M03_blend_geometric_B3,M03_blend_geometric_B4,M03_blend_geometric_total,M04_blend_floor_clamped_B1,M04_blend_floor_clamped_B2,M04_blend_floor_clamped_B3,M04_blend_floor_clamped_B4,M04_blend_floor_clamped_total,M05_blend_vis_divide_B1,M05_blend_vis_divide_B2,M05_blend_vis_divide_B3,M05_blend_vis_divide_B4,M05_blend_vis_divide_total,M06_weight_visibility_B1,M06_weight_visibility_B2,M06_weight_visibility_B3,M06_weight_visibility_B4,M06_weight_visibility_total,M07_weight_coverage_B1,M07_weight_coverage_B2,M07_weight_coverage_B3,M07_weight_coverage_B4,M07_weight_coverage_total,M08_divide_density_vis_B1,M08_divide_density_vis_B2,M08_divide_density_vis_B3,M08_divide_density_vis_B4,M08_divide_density_vis_total,M09_median_strong5_B1,M09_median_strong5_B2,M09_median_strong5_B3,M09_median_strong5_B4,M09_median_strong5_total,M10_entropy_divide_B1,M10_entropy_divide_B2,M10_entropy_divide_B3,M10_entropy_divide_B4,M10_entropy_divide_total,M11_median_b2_B1,M11_median_b2_B2,M11_median_b2_B3,M11_median_b2_B4,M11_median_b2_total,M12_selector_overrides_B1,M12_selector_overrides_B2,M12_selector_overrides_B3,M12_selector_overrides_B4,M12_selector_overrides_total,M13_stack_bracket_B1,M13_stack_bracket_B2,M13_stack_bracket_B3,M13_stack_bracket_B4,M13_stack_bracket_total,M14_stack_density_B1,M14_stack_density_B2,M14_stack_density_B3,M14_stack_density_B4,M14_stack_density_total,M15_divide_global_B1,M15_divide_global_B2,M15_divide_global_B3,M15_divide_global_B4,M15_divide_global_total,M16_boost_b2b4_B1,M16_boost_b2b4_B2,M16_boost_b2b4_B3,M16_boost_b2b4_B4,M16_boost_b2b4_total,M17_selector_regime_B1,M17_selector_regime_B2,M17_selector_regime_B3,M17_selector_regime_B4,M17_selector_regime_total,M18_entropy_stack_B1,M18_entropy_stack_B2,M18_entropy_stack_B3,M18_entropy_stack_B4,M18_entropy_stack_total,M19_divide_adaptive_B1,M19_divide_adaptive_B2,M19_divide_adaptive_B3,M19_divide_adaptive_B4,M19_divide_adaptive_total,M20_weight_visibility_grid_B1,M20_weight_visibility_grid_B2,M20_weight_visibility_grid_B3,M20_weight_visibility_grid_B4,M20_weight_visibility_grid_total,_err_M21_ordinal_b3,M21_ordinal_b3_B1,M21_ordinal_b3_B2,M21_ordinal_b3_B3,M21_ordinal_b3_B4,M21_ordinal_b3_total,M22_anchor_floor50_B1,M22_anchor_floor50_B2,M22_anchor_floor50_B3,M22_anchor_floor50_B4,M22_anchor_floor50_total,M23_agree_side_B1,M23_agree_side_B2,M23_agree_side_B3,M23_agree_side_B4,M23_agree_side_total,M24_weight_class_aware_B1,M24_weight_class_aware_B2,M24_weight_class_aware_B3,M24_weight_class_aware_B4,M24_weight_class_aware_total,M25_consensus_multi_B1,M25_consensus_multi_B2,M25_consensus_multi_B3,M25_consensus_multi_B4,M25_consensus_multi_total,M26_median_per_side_B1,M26_median_per_side_B2,M26_median_per_side_B3,M26_median_per_side_B4,M26_median_per_side_total,M27_weight_visibility_adaptive_B1,M27_weight_visibility_adaptive_B2,M27_weight_visibility_adaptive_B3,M27_weight_visibility_adaptive_B4,M27_weight_visibility_adaptive_total,M28_baseline_match_strict_B1,M28_baseline_match_strict_B2,M28_baseline_match_strict_B3,M28_baseline_match_strict_B4,M28_baseline_match_strict_total,M29_baseline_naive_sum_B1,M29_baseline_naive_sum_B2,M29_baseline_naive_sum_B3,M29_baseline_naive_sum_B4,M29_baseline_naive_sum_total
DAMIMAS_A21B_0681,train,28,4,2,1,10,3,16,2,1,10,3,16,2,1,10,3,16,2,1,10,3,16,2,1,10,3,16,2,1,10,3,16,2,1,10,3,16,2,1,10,3,16,2,1,10,3,16,2,1,10,3,16,2,1,10,3,16,2,1,10,3,16,2,1,10,3,16,2,1,10,3,16,2,1,9,3,15,2,1,10,3,16,2,1,10,3,16,2,1,10,3,16,2,1,10,3,16,3,1,10,3,17,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,1,8,3,14,2,1,9,3,15,2,1,11,3,17,1,1,6,2,10,1,1,6,2,10,3,1,10,3,17,3,1,2,1,7,4,2,17,5,28
DAMIMAS_A21B_0682,val,25,4,3,2,3,6,14,3,2,3,6,14,3,2,3,6,14,3,2,3,6,14,3,2,3,6,14,3,2,3,6,14,3,2,3,6,14,3,2,3,6,14,3,2,3,6,14,3,3,3,6,15,3,2,3,6,14,3,2,3,6,14,3,2,3,6,14,3,2,3,6,14,3,2,3,6,14,3,2,3,6,14,3,2,3,6,14,3,3,3,6,15,3,2,3,6,14,4,2,3,6,15,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,2,3,5,13,3,2,2,6,13,3,3,3,5,14,2,2,2,3,9,2,2,2,3,9,4,2,3,6,15,1,1,1,1,4,6,4,5,10,25
DAMIMAS_A21B_0683,val,29,4,2,2,7,6,17,2,2,7,6,17,2,2,7,5,16,2,2,7,5,16,2,2,7,5,16,2,2,7,5,16,2,2,7,5,16,2,2,7,5,16,2,2,7,5,16,2,2,7,6,17,2,2,7,6,17,2,2,7,6,17,2,2,7,6,17,2,2,7,6,17,2,2,7,5,16,2,2,7,5,16,2,2,7,6,17,2,2,7,6,17,2,2,7,6,17,2,2,7,5,16,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,5,4,13,2,2,7,5,16,2,3,8,5,18,1,1,3,3,8,1,1,3,3,8,2,2,7,5,16,1,2,1,1,5,4,4,12,9,29
DAMIMAS_A21B_0684,val,27,4,1,2,10,2,15,1,2,10,2,15,1,2,10,2,15,1,2,10,2,15,1,2,10,2,15,1,2,10,2,15,1,2,10,2,15,1,2,10,2,15,1,2,11,2,16,1,2,11,3,17,1,2,11,2,16,1,2,11,2,16,1,2,11,3,17,1,2,11,3,17,1,2,10,2,15,1,2,11,2,16,1,2,11,2,16,1,2,11,3,17,1,2,11,3,17,1,2,11,2,16,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,8,3,14,1,2,9,2,14,1,2,11,2,16,1,1,6,2,10,1,1,6,2,10,1,2,11,2,16,2,2,1,1,6,2,3,18,4,27
DAMIMAS_A21B_0685,train,24,4,2,1,6,4,13,2,1,6,4,13,2,1,6,4,13,2,1,6,4,13,2,1,6,4,13,2,1,6,4,13,2,1,6,4,13,2,1,6,4,13,2,1,6,5,14,2,1,6,5,14,2,1,6,5,14,2,1,6,5,14,2,1,6,5,14,2,1,6,5,14,2,1,6,5,14,2,1,6,5,14,2,1,6,5,14,2,1,6,5,14,2,1,6,5,14,2,1,7,5,15,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,1,5,4,12,2,1,6,5,14,2,1,7,4,14,2,1,3,2,8,2,1,3,2,8,2,1,7,5,15,1,1,1,1,4,4,1,11,8,24
DAMIMAS_A21B_0686,train,24,4,3,2,6,3,14,3,2,6,3,14,3,2,6,2,13,4,2,6,2,14,4,2,6,2,14,4,2,6,2,14,4,2,6,2,14,4,2,6,2,14,3,2,6,2,13,3,2,6,3,14,3,2,6,3,14,3,2,6,3,14,3,2,6,3,14,3,2,6,3,14,3,2,6,2,13,3,2,6,2,13,3,2,6,3,14,3,2,6,3,14,3,2,6,3,14,4,2,6,3,15,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,2,4,2,11,3,2,5,3,13,3,3,6,2,14,2,1,3,1,7,2,1,3,1,7,4,2,6,2,14,1,1,1,2,5,6,4,10,4,24
DAMIMAS_A21B_0687,test,20,4,0,3,6,2,11,0,3,6,2,11,0,3,6,2,11,0,3,6,2,11,0,3,6,2,11,0,3,6,2,11,0,3,6,2,11,0,3,6,2,11,0,3,6,2,11,0,3,6,2,11,0,3,6,2,11,0,3,6,2,11,0,3,6,2,11,0,3,6,2,11,0,3,6,2,11,0,3,6,2,11,0,3,6,2,11,0,3,6,2,11,0,3,6,2,11,0,3,7,2,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,3,5,2,10,0,2,6,2,10,0,3,7,2,12,0,2,3,1,6,0,2,3,1,6,0,3,7,2,12,0,1,1,1,3,0,5,11,4,20
DAMIMAS_A21B_0688,train,24,4,2,1,8,3,14,2,1,8,3,14,2,1,8,3,14,2,1,8,3,14,2,1,8,3,14,2,1,8,3,14,2,1,8,3,14,2,1,8,3,14,2,1,8,3,14,2,1,8,3,14,2,1,8,3,14,2,1,8,3,14,2,1,8,3,14,2,1,8,3,14,2,1,8,3,14,2,1,8,3,14,2,1,8,3,14,2,1,8,3,14,2,1,8,3,14,2,1,9,3,15,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,1,6,3,12,1,1,8,3,13,2,1,9,3,15,1,1,4,2,8,1,1,4,2,8,2,1,9,3,15,3,2,1,1,7,3,2,14,5,24
DAMIMAS_A21B_0689,train,24,4,0,5,5,4,14,0,5,5,4,14,0,5,5,4,14,0,5,5,4,14,0,5,5,4,14,0,5,5,4,14,0,5,5,4,14,0,5,5,4,14,0,4,5,4,13,0,5,5,4,14,0,4,5,4,13,0,5,5,4,14,0,5,5,4,14,0,5,5,4,14,0,4,5,4,13,0,4,5,4,13,0,5,5,4,14,0,5,5,4,14,0,5,5,4,14,0,5,5,4,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,4,4,3,11,0,4,5,4,13,0,5,6,4,15,0,3,3,2,8,0,3,3,2,8,0,5,5,4,14,0,1,1,1,3,0,8,9,7,24
DAMIMAS_A21B_0690,train,16,4,1,1,2,5,9,1,1,2,5,9,1,1,2,5,9,1,1,2,5,9,1,1,2,5,9,1,1,2,5,9,1,1,2,5,9,1,1,2,5,9,1,1,2,4,8,1,1,2,5,9,1,1,2,5,9,1,1,2,5,9,1,1,2,5,9,1,1,2,5,9,1,1,2,5,9,1,1,2,4,8,1,1,2,5,9,1,1,2,5,9,1,1,2,5,9,1,1,2,5,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,1,2,4,8,1,1,2,4,8,1,1,2,4,8,1,1,2,3,7,1,1,2,3,7,1,1,2,5,9,2,1,1,1,5,2,2,4,8,16
DAMIMAS_A21B_0691,train,20,4,0,2,7,2,11,0,2,7,2,11,0,2,7,2,11,0,2,7,2,11,0,2,7,2,11,0,2,7,2,11,0,2,7,2,11,0,2,7,2,11,0,2,7,2,11,0,2,7,3,12,0,2,7,2,11,0,2,7,2,11,0,2,7,2,11,0,2,7,2,11,0,2,7,2,11,0,2,7,2,11,0,2,7,2,11,0,2,7,3,12,0,2,7,2,11,0,2,7,2,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,2,5,2,9,0,2,6,2,10,0,3,8,2,13,0,1,4,2,7,0,1,4,2,7,0,2,7,2,11,0,1,1,1,3,0,4,12,4,20
DAMIMAS_A21B_0692,train,17,4,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,4,1,8,1,1,5,1,8,1,2,6,1,10,1,1,3,1,6,1,1,3,1,6,1,2,6,1,10,2,3,2,2,9,2,3,10,2,17
DAMIMAS_A21B_0693,train,26,4,1,2,9,3,15,1,2,9,3,15,1,2,9,3,15,1,2,9,3,15,1,2,9,3,15,1,2,9,3,15,1,2,9,3,15,1,2,9,3,15,1,2,9,3,15,1,2,9,3,15,1,2,9,3,15,1,2,9,3,15,1,2,9,3,15,1,2,9,3,15,1,2,9,3,15,1,2,9,3,15,1,2,9,3,15,1,2,9,3,15,1,2,9,3,15,1,2,10,3,16,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,7,3,13,1,2,9,3,15,1,2,10,3,16,1,1,5,2,9,1,1,5,2,9,1,2,10,3,16,2,1,1,1,5,2,3,16,5,26
DAMIMAS_A21B_0694,train,14,4,1,0,6,0,7,1,0,6,0,7,1,0,6,0,7,2,0,6,0,8,2,0,6,0,8,2,0,6,0,8,2,0,6,0,8,2,0,6,0,8,1,0,6,0,7,2,0,6,0,8,1,0,6,0,7,1,0,6,0,7,1,0,6,0,7,1,0,6,0,7,2,0,6,0,8,1,0,6,0,7,1,0,6,0,7,2,0,6,0,8,1,0,6,0,7,2,0,6,0,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,0,4,0,5,1,0,6,0,7,2,0,7,0,9,1,0,3,0,4,1,0,3,0,4,2,0,6,0,8,1,0,1,0,2,3,0,11,0,14
DAMIMAS_A21B_0695,train,23,4,2,2,6,4,14,2,2,6,4,14,2,2,6,3,13,2,2,6,3,13,2,2,6,3,13,2,2,6,3,13,2,2,6,3,13,2,2,6,3,13,2,2,6,3,13,2,2,6,4,14,2,2,6,4,14,2,2,6,4,14,2,2,6,4,14,2,2,6,4,14,2,2,6,4,14,2,2,6,3,13,2,2,6,4,14,2,2,6,4,14,2,2,6,4,14,2,2,6,3,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,4,3,11,1,2,5,3,11,2,3,6,3,14,1,1,3,2,7,1,1,3,2,7,2,2,6,3,13,2,1,1,1,5,3,4,10,6,23
DAMIMAS_A21B_0696,train,21,4,0,1,8,3,12,0,1,8,3,12,0,1,8,3,12,0,1,8,3,12,0,1,8,3,12,0,1,8,3,12,0,1,8,3,12,0,1,8,3,12,0,1,8,3,12,0,1,8,3,12,0,1,8,3,12,0,1,8,3,12,0,1,8,3,12,0,1,8,3,12,0,1,8,3,12,0,1,8,3,12,0,1,8,3,12,0,1,8,3,12,0,1,8,3,12,0,1,8,3,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,1,6,3,10,0,1,7,2,10,0,1,9,3,13,0,1,4,2,7,0,1,4,2,7,0,1,8,3,12,0,2,1,1,4,0,2,14,5,21
DAMIMAS_A21B_0697,val,24,4,1,1,8,3,13,1,1,8,3,13,1,1,8,3,13,1,1,8,3,13,1,1,8,3,13,1,1,8,3,13,1,1,8,3,13,1,1,8,3,13,1,1,8,4,14,1,1,8,4,14,1,1,8,4,14,1,1,8,4,14,1,1,8,4,14,1,1,8,4,14,1,1,8,4,14,1,1,8,4,14,1,1,8,4,14,1,1,8,4,14,1,1,8,4,14,1,1,8,4,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,1,7,3,12,1,1,7,3,12,1,1,9,3,14,1,1,5,2,9,1,1,5,2,9,1,1,8,4,14,2,2,1,1,6,2,2,14,6,24
DAMIMAS_A21B_0698,train,21,4,3,0,6,3,12,3,0,6,3,12,3,0,6,3,12,3,0,6,3,12,3,0,6,3,12,3,0,6,3,12,3,0,6,3,12,3,0,6,3,12,3,0,6,3,12,3,0,6,4,13,3,0,6,4,13,3,0,6,4,13,3,0,6,4,13,3,0,6,4,13,3,0,6,4,13,3,0,6,3,12,3,0,6,4,13,3,0,6,4,13,3,0,6,4,13,3,0,6,4,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,0,4,3,10,2,0,5,3,10,3,0,6,3,12,2,0,3,2,7,2,0,3,2,7,3,0,6,4,13,1,0,1,1,3,5,0,10,6,21
DAMIMAS_A21B_0699,train,19,4,0,2,5,4,11,0,2,5,4,11,0,2,5,4,11,0,2,5,4,11,0,2,5,4,11,0,2,5,4,11,0,2,5,4,11,0,2,5,4,11,0,2,5,4,11,0,2,5,4,11,0,2,5,4,11,0,2,5,4,11,0,2,5,4,11,0,2,5,4,11,0,2,5,4,11,0,2,5,4,11,0,2,5,4,11,0,2,5,4,11,0,2,5,4,11,0,2,5,4,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,2,4,3,9,0,1,4,4,9,0,2,6,4,12,0,1,3,2,6,0,1,3,2,6,0,2,5,4,11,0,1,1,1,3,0,3,9,7,19
DAMIMAS_A21B_0700,train,20,4,3,2,3,3,11,3,2,3,3,11,3,2,3,3,11,3,2,3,3,11,3,2,3,3,11,3,2,3,3,11,3,2,3,3,11,3,2,3,3,11,3,2,3,3,11,3,2,3,3,11,3,2,3,3,11,3,2,3,3,11,3,2,3,3,11,3,2,3,3,11,3,2,3,3,11,3,2,3,3,11,3,2,3,3,11,3,2,3,3,11,3,2,3,3,11,4,2,3,3,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,2,3,3,11,3,2,2,2,9,3,3,3,3,12,2,2,2,2,8,2,2,2,2,8,4,2,3,3,12,1,1,1,1,4,6,4,5,5,20
DAMIMAS_A21B_0701,train,27,4,1,2,10,2,15,1,2,10,2,15,1,2,10,2,15,1,2,10,2,15,1,2,10,2,15,1,2,10,2,15,1,2,10,2,15,1,2,10,2,15,1,2,9,2,14,1,3,10,3,17,1,2,9,2,14,1,2,9,2,14,1,2,10,3,16,1,2,10,3,16,1,2,9,2,14,1,2,10,2,15,1,2,9,2,14,1,3,10,3,17,1,2,10,3,16,1,3,10,2,16,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,8,3,14,1,2,9,2,14,1,3,11,2,17,1,2,5,2,10,1,2,5,2,10,1,2,10,2,15,2,3,1,1,7,2,4,17,4,27
DAMIMAS_A21B_0702,train,18,4,1,0,7,2,10,1,0,7,2,10,1,0,7,2,10,1,0,7,2,10,1,0,7,2,10,1,0,7,2,10,1,0,7,2,10,1,0,7,2,10,1,0,7,2,10,1,0,7,3,11,1,0,7,2,10,1,0,7,2,10,1,0,7,2,10,1,0,7,2,10,1,0,7,2,10,1,0,7,2,10,1,0,7,2,10,1,0,7,3,11,1,0,7,2,10,1,0,7,2,10,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,0,5,2,8,1,0,6,2,9,1,0,8,2,11,1,0,4,2,7,1,0,4,2,7,1,0,7,2,10,2,0,1,2,5,2,0,12,4,18
DAMIMAS_A21B_0703,val,23,4,2,2,8,1,13,2,2,8,1,13,2,2,8,1,13,2,2,8,1,13,2,2,8,1,13,2,2,8,1,13,2,2,8,1,13,2,2,8,1,13,2,2,8,1,13,2,2,8,1,13,2,2,8,1,13,2,2,8,1,13,2,2,8,1,13,2,2,8,1,13,2,2,8,1,13,2,2,8,1,13,2,2,8,1,13,2,2,8,1,13,2,2,8,1,13,2,2,8,1,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,7,1,12,2,2,7,1,12,2,3,9,1,15,2,2,5,1,10,2,2,5,1,10,2,2,8,1,13,4,2,1,1,8,4,4,14,1,23
DAMIMAS_A21B_0704,train,26,4,0,3,8,4,15,0,4,7,4,15,0,4,7,4,15,0,4,7,4,15,0,4,7,4,15,0,4,7,4,15,0,4,7,4,15,0,4,7,4,15,0,4,7,4,15,0,4,8,4,16,0,4,8,4,16,0,4,8,4,16,0,4,7,4,15,0,4,7,4,15,0,3,7,4,14,0,3,7,4,14,0,4,8,4,16,0,4,8,4,16,0,4,8,4,16,0,4,8,4,16,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,4,6,4,14,0,3,6,3,12,0,4,8,4,16,0,3,5,3,11,0,3,5,3,11,0,4,8,4,16,0,2,1,1,4,0,6,13,7,26
DAMIMAS_A21B_0705,train,26,4,2,2,7,3,14,2,2,7,3,14,2,2,7,3,14,2,2,7,3,14,2,2,7,3,14,2,2,7,3,14,2,2,7,3,14,2,2,7,3,14,2,2,8,3,15,2,2,8,3,15,2,2,8,3,15,2,2,8,3,15,2,2,8,3,15,2,2,8,3,15,2,2,7,3,14,2,2,8,3,15,2,2,8,3,15,2,2,8,3,15,2,2,8,3,15,3,2,8,3,16,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,6,3,13,2,2,7,2,13,2,3,8,3,16,1,1,4,2,8,1,1,4,2,8,2,2,8,3,15,2,1,1,1,5,4,4,13,5,26
DAMIMAS_A21B_0706,test,24,4,3,0,6,5,14,3,0,6,5,14,3,0,6,5,14,4,0,6,5,15,4,0,6,5,15,4,0,6,5,15,4,0,6,5,15,4,0,6,5,15,3,0,6,4,13,3,0,6,5,14,3,0,6,4,13,3,0,6,4,13,3,0,6,5,14,3,0,6,5,14,3,0,6,5,14,3,0,6,5,14,3,0,6,4,13,3,0,6,5,14,3,0,6,5,14,4,0,6,5,15,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,0,4,4,11,3,0,5,4,12,3,0,6,4,13,2,0,3,3,8,2,0,3,3,8,4,0,6,5,15,1,0,1,1,3,6,0,10,8,24
DAMIMAS_A21B_0707,train,26,4,0,2,11,2,15,0,2,11,2,15,0,2,11,2,15,0,2,11,2,15,0,2,11,2,15,0,2,11,2,15,0,2,11,2,15,0,2,11,2,15,0,2,11,2,15,0,2,11,2,15,0,2,11,2,15,0,2,11,2,15,0,2,11,2,15,0,2,11,2,15,0,2,11,2,15,0,2,11,2,15,0,2,11,2,15,0,2,11,2,15,0,2,11,2,15,0,2,12,2,16,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,2,8,2,12,0,2,11,2,15,0,3,12,2,17,0,1,5,1,7,0,1,5,1,7,0,2,12,2,16,0,2,1,2,5,0,4,19,3,26
DAMIMAS_A21B_0708,val,28,4,2,2,9,4,17,2,2,9,4,17,2,2,9,4,17,2,2,9,4,17,2,2,9,4,17,2,2,9,4,17,2,2,9,4,17,2,2,9,4,17,2,2,8,4,16,2,2,9,5,18,2,2,8,4,16,2,2,8,4,16,2,2,9,5,18,2,2,9,5,18,2,2,8,4,16,2,2,9,4,17,2,2,8,4,16,2,2,9,5,18,2,2,9,5,18,2,2,9,4,17,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,7,3,14,1,2,9,4,16,2,2,10,4,18,1,1,4,2,8,1,1,4,2,8,2,2,9,4,17,2,2,1,1,6,3,3,15,7,28
DAMIMAS_A21B_0709,train,27,4,3,2,6,5,16,3,2,6,5,16,3,2,6,4,15,4,2,6,4,16,4,2,6,4,16,4,2,6,4,16,4,2,6,4,16,4,2,6,4,16,3,2,6,4,15,3,3,6,4,16,3,2,6,5,16,3,2,6,5,16,3,2,6,4,15,3,2,6,4,15,3,2,6,4,15,3,2,6,4,15,3,2,6,5,16,3,3,6,4,16,3,2,6,5,16,4,2,6,4,16,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,2,4,3,12,3,2,5,4,14,3,3,6,4,16,2,2,3,2,9,2,2,3,2,9,4,2,6,4,16,1,2,1,1,5,6,4,10,7,27
DAMIMAS_A21B_0710,train,25,4,3,3,6,3,15,3,3,6,3,15,3,3,6,2,14,3,3,6,2,14,3,3,6,2,14,3,3,6,2,14,3,3,6,2,14,3,3,6,2,14,3,3,6,3,15,3,3,6,3,15,3,3,6,3,15,3,3,6,3,15,3,3,6,3,15,3,3,6,3,15,3,3,6,2,14,3,3,6,2,14,3,3,6,3,15,3,3,6,3,15,3,3,6,3,15,4,3,6,2,15,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,3,4,3,13,3,2,5,2,12,3,3,6,2,14,2,2,3,2,9,2,2,3,2,9,4,3,6,2,15,1,1,1,1,4,6,5,10,4,25
DAMIMAS_A21B_0711,train,23,4,2,3,6,3,14,2,3,6,3,14,2,3,5,2,12,2,3,5,2,12,2,3,5,2,12,2,3,5,2,12,2,3,5,2,12,2,3,5,2,12,2,3,6,2,13,2,3,6,3,14,2,3,6,3,14,2,3,6,3,14,2,3,6,3,14,2,3,6,3,14,2,3,6,2,13,2,3,6,2,13,2,3,6,3,14,2,3,6,3,14,2,3,6,3,14,2,3,6,2,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,3,5,2,12,2,2,5,3,12,2,3,6,2,13,1,2,4,1,8,1,2,4,1,8,2,3,6,2,13,1,1,1,1,4,4,5,10,4,23
DAMIMAS_A21B_0712,test,24,4,1,2,8,2,13,1,2,8,2,13,1,2,8,2,13,1,2,8,2,13,1,2,8,2,13,1,2,8,2,13,1,2,8,2,13,1,2,8,2,13,1,2,9,2,14,1,2,9,2,14,1,2,9,2,14,1,2,9,2,14,1,2,9,2,14,1,2,9,2,14,1,2,8,2,13,1,2,9,2,14,1,2,9,2,14,1,2,9,2,14,1,2,9,2,14,1,2,9,2,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,7,2,12,1,2,8,2,13,1,3,9,2,15,1,1,5,1,8,1,1,5,1,8,1,2,9,2,14,2,1,1,1,5,2,4,15,3,24
DAMIMAS_A21B_0713,test,19,4,1,2,6,2,11,1,2,6,2,11,1,2,6,2,11,1,2,6,2,11,1,2,6,2,11,1,2,6,2,11,1,2,6,2,11,1,2,6,2,11,1,2,6,2,11,1,2,6,2,11,1,2,6,2,11,1,2,6,2,11,1,2,6,2,11,1,2,6,2,11,1,2,6,2,11,1,2,6,2,11,1,2,6,2,11,1,2,6,2,11,1,2,6,2,11,1,2,6,2,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,4,2,9,1,2,5,2,10,1,3,6,2,12,1,2,3,1,7,1,2,3,1,7,1,2,6,2,11,2,2,1,1,6,2,4,10,3,19
DAMIMAS_A21B_0714,train,26,4,0,3,6,6,15,0,3,6,6,15,0,3,6,6,15,0,3,6,6,15,0,3,6,6,15,0,3,6,6,15,0,3,6,6,15,0,3,6,6,15,0,3,6,5,14,0,4,6,6,16,0,3,6,5,14,0,4,6,5,15,0,3,6,6,15,0,3,6,6,15,0,3,6,6,15,0,3,6,6,15,0,4,6,5,15,0,4,6,6,16,0,4,6,6,16,0,4,6,6,16,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,3,5,5,13,0,3,5,5,13,0,4,6,5,15,0,2,4,4,10,0,2,4,4,10,0,4,6,6,16,0,1,1,1,3,0,6,10,10,26
DAMIMAS_A21B_0715,train,26,4,2,2,8,2,14,2,2,8,2,14,2,2,8,2,14,2,2,8,2,14,2,2,8,2,14,2,2,8,2,14,2,2,8,2,14,2,2,8,2,14,2,2,8,3,15,2,2,8,3,15,2,2,8,3,15,2,2,8,3,15,2,2,8,3,15,2,2,8,3,15,2,2,8,2,14,2,2,8,2,14,2,2,8,3,15,2,2,8,3,15,2,2,8,3,15,2,2,8,2,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,6,3,13,2,2,8,2,14,2,3,9,2,16,1,1,4,2,8,1,1,4,2,8,2,2,8,2,14,1,1,1,1,4,4,4,14,4,26
DAMIMAS_A21B_0716,test,28,4,1,2,10,2,15,1,2,10,2,15,1,2,10,2,15,1,2,10,2,15,1,2,10,2,15,1,2,10,2,15,1,2,10,2,15,1,2,10,2,15,1,2,10,2,15,1,3,11,3,18,1,2,10,2,15,1,2,10,2,15,1,2,11,3,17,1,2,11,3,17,1,2,10,2,15,1,2,11,2,16,1,2,10,2,15,1,3,11,3,18,1,2,11,3,17,1,2,11,2,16,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,8,3,14,1,2,10,2,15,1,3,12,2,18,1,2,5,2,10,1,2,5,2,10,1,2,11,2,16,2,2,1,2,7,2,4,18,4,28
