tree_id,n_sides,n_total,class,naive,gt,ratio,class_frac
LONSUM_A21A_0074,4,9,B4,2,1,2.0,0.2222222222222222
LONSUM_A21A_0075,4,11,B3,10,6,1.6666666666666667,0.9090909090909091
LONSUM_A21A_0075,4,11,B4,1,1,1.0,0.09090909090909091
LONSUM_A21A_0077,4,7,B3,3,2,1.5,0.42857142857142855
LONSUM_A21A_0077,4,7,B4,4,3,1.3333333333333333,0.5714285714285714
LONSUM_A21A_0079,4,8,B3,8,5,1.6,1.0
LONSUM_A21A_0080,3,5,B3,5,3,1.6666666666666667,1.0
LONSUM_A21A_0081,4,7,B3,5,2,2.5,0.7142857142857143
LONSUM_A21A_0081,4,7,B4,2,2,1.0,0.2857142857142857
LONSUM_A21A_0082,4,6,B3,5,2,2.5,0.8333333333333334
LONSUM_A21A_0082,4,6,B4,1,1,1.0,0.16666666666666666
LONSUM_A21A_0083,4,16,B3,16,9,1.7777777777777777,1.0
LONSUM_A21A_0085,2,2,B3,1,1,1.0,0.5
LONSUM_A21A_0085,2,2,B4,1,1,1.0,0.5
LONSUM_A21A_0088,4,18,B2,7,4,1.75,0.3888888888888889
LONSUM_A21A_0088,4,18,B3,11,7,1.5714285714285714,0.6111111111111112
LONSUM_A21A_0090,4,10,B3,7,3,2.3333333333333335,0.7
LONSUM_A21A_0090,4,10,B4,3,2,1.5,0.3
LONSUM_A21A_0092,4,12,B3,12,8,1.5,1.0
LONSUM_A21A_0095,4,12,B3,10,5,2.0,0.8333333333333334
LONSUM_A21A_0095,4,12,B4,2,2,1.0,0.16666666666666666
LONSUM_A21A_0096,3,8,B3,8,6,1.3333333333333333,1.0
LONSUM_A21A_0098,4,9,B2,4,2,2.0,0.4444444444444444
LONSUM_A21A_0098,4,9,B3,3,1,3.0,0.3333333333333333
LONSUM_A21A_0098,4,9,B4,2,1,2.0,0.2222222222222222
