method,params,mean_MAE,acc_within_1_error,mean_total_error,score,n_trees
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.0}",2.6173,0.88,10.47,-25.3,228
stack_3,"{'corrected': 0.8, 'graph': 0.4, 'adaptive_ridge': 0.8}",2.6217,0.88,10.49,-25.34,228
stack_3,"{'corrected': 1.0, 'graph': 0.4, 'adaptive_ridge': 0.6}",2.6239,0.88,10.5,-25.36,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.0}",2.6272,0.88,10.51,-25.39,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.0}",2.6272,0.88,10.51,-25.39,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.0}",2.6272,0.88,10.51,-25.39,228
stack_3,"{'corrected': 0.2, 'graph': 0.8, 'adaptive_ridge': 1.0}",2.6283,0.88,10.51,-25.41,228
stack_3,"{'corrected': 0.4, 'graph': 0.8, 'adaptive_ridge': 0.8}",2.6305,0.88,10.52,-25.43,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 1.0}",2.5461,0.0,10.18,-25.46,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.0}",2.6393,0.88,10.56,-25.52,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 1.0}",2.6031,0.44,10.41,-25.59,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.0}",2.5592,0.0,10.24,-25.59,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.0}",2.5636,0.0,10.25,-25.64,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.0}",2.6096,0.44,10.44,-25.66,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.0}",2.6996,1.32,10.8,-25.68,228
stack_3,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 1.0}",2.6996,1.32,10.8,-25.68,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.0}",2.6996,1.32,10.8,-25.68,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.0}",2.6996,1.32,10.8,-25.68,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.33}",2.7917,2.19,11.17,-25.72,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.0}",2.5768,0.0,10.31,-25.77,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 1.0}",2.5768,0.0,10.31,-25.77,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 1.0}",2.5779,0.0,10.31,-25.78,228
stack_3,"{'corrected': 0.6, 'graph': 0.8, 'adaptive_ridge': 0.6}",2.6239,0.44,10.5,-25.8,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.33}",2.7555,1.75,11.02,-25.8,228
stack_3,"{'corrected': 0.8, 'graph': 0.8, 'adaptive_ridge': 0.4}",2.6327,0.44,10.53,-25.89,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.0}",2.591,0.0,10.36,-25.91,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.0}",2.636,0.44,10.54,-25.92,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.0}",2.5965,0.0,10.39,-25.96,228
stack_3,"{'corrected': 1.0, 'graph': 0.8, 'adaptive_ridge': 0.2}",2.6425,0.44,10.57,-25.99,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.33}",2.7774,1.75,11.11,-26.02,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.33}",2.7807,1.75,11.12,-26.05,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.0}",2.6064,0.0,10.43,-26.06,228
stack_3,"{'corrected': 0.4, 'graph': 0.6, 'adaptive_ridge': 1.0}",2.659,0.44,10.64,-26.15,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 1.0}",2.6162,0.0,10.46,-26.16,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.0}",2.6206,0.0,10.48,-26.21,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 1.0}",2.6206,0.0,10.48,-26.21,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.33}",2.8004,1.75,11.2,-26.25,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.0}",2.6272,0.0,10.51,-26.27,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.0}",2.6338,0.0,10.54,-26.34,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.0}",2.6491,0.0,10.6,-26.49,228
stack_3,"{'corrected': 0.6, 'graph': 0.6, 'adaptive_ridge': 0.8}",2.6524,0.0,10.61,-26.52,228
stack_3,"{'corrected': 0.8, 'graph': 0.6, 'adaptive_ridge': 0.6}",2.6557,0.0,10.62,-26.56,228
stack_3,"{'corrected': 1.0, 'graph': 0.6, 'adaptive_ridge': 0.4}",2.6645,0.0,10.66,-26.64,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 0.33}",2.8059,1.32,11.22,-26.74,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.33}",2.7884,0.44,11.15,-27.45,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.33}",2.8048,0.44,11.22,-27.61,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.33}",2.8103,0.44,11.24,-27.66,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.33}",2.8575,0.88,11.43,-27.7,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.33}",2.8607,0.88,11.44,-27.73,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.33}",2.8235,0.44,11.29,-27.8,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.33}",2.8322,0.44,11.33,-27.88,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.33}",2.8322,0.44,11.33,-27.88,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.33}",2.8355,0.44,11.34,-27.92,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.33}",2.8377,0.44,11.35,-27.94,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.33}",2.8388,0.44,11.36,-27.95,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.33}",2.8849,0.88,11.54,-27.97,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.33}",2.8509,0.44,11.4,-28.07,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.33}",2.8618,0.44,11.45,-28.18,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.33}",2.8618,0.44,11.45,-28.18,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.33}",2.8629,0.44,11.45,-28.19,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.33}",2.9101,0.88,11.64,-28.22,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.33}",2.875,0.44,11.5,-28.31,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 0.33}",2.8783,0.44,11.51,-28.34,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.33}",2.8805,0.44,11.52,-28.37,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.33}",2.8991,0.44,11.6,-28.55,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.33}",2.8596,0.0,11.44,-28.6,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.33}",2.9134,0.44,11.65,-28.7,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.33}",2.8695,0.0,11.48,-28.7,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.33}",2.8739,0.0,11.5,-28.74,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.33}",2.8783,0.0,11.51,-28.78,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.33}",2.8947,0.0,11.58,-28.95,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.33}",2.9112,0.0,11.64,-29.11,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.33}",2.9178,0.0,11.67,-29.18,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.66}",3.1393,2.19,12.56,-29.2,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.33}",2.92,0.0,11.68,-29.2,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.33}",2.9353,0.0,11.74,-29.35,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.33}",2.9408,0.0,11.76,-29.41,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.33}",2.9419,0.0,11.77,-29.42,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.33}",2.9496,0.0,11.8,-29.5,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.66}",3.1667,1.75,12.67,-29.91,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 0.66}",3.17,1.75,12.68,-29.95,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.66}",3.0526,0.0,12.21,-30.53,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.66}",3.0822,0.0,12.33,-30.82,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.66}",3.0866,0.0,12.35,-30.87,228
stack_3,"{'corrected': 0.4, 'graph': 0.8, 'adaptive_ridge': 1.0}",3.0877,0.0,12.35,-30.88,228
stack_3,"{'corrected': 0.2, 'graph': 1.0, 'adaptive_ridge': 1.0}",3.091,0.0,12.36,-30.91,228
stack_3,"{'corrected': 0.4, 'graph': 1.0, 'adaptive_ridge': 0.8}",3.0976,0.0,12.39,-30.98,228
stack_3,"{'corrected': 0.6, 'graph': 0.8, 'adaptive_ridge': 0.8}",3.1009,0.0,12.4,-31.01,228
stack_3,"{'corrected': 0.6, 'graph': 1.0, 'adaptive_ridge': 0.6}",3.1031,0.0,12.41,-31.03,228
stack_3,"{'corrected': 0.8, 'graph': 1.0, 'adaptive_ridge': 0.4}",3.1053,0.0,12.42,-31.05,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.66}",3.1075,0.0,12.43,-31.07,228
stack_3,"{'corrected': 1.0, 'graph': 0.8, 'adaptive_ridge': 0.4}",3.1096,0.0,12.44,-31.1,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.66}",3.1107,0.0,12.44,-31.11,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.66}",3.1118,0.0,12.45,-31.12,228
stack_3,"{'corrected': 0.8, 'graph': 0.8, 'adaptive_ridge': 0.6}",3.1151,0.0,12.46,-31.15,228
stack_3,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.2}",3.1151,0.0,12.46,-31.15,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 0.66}",3.1184,0.0,12.47,-31.18,228
stack_3,"{'corrected': 1.0, 'graph': 0.2, 'adaptive_ridge': 1.0}",3.1634,0.44,12.65,-31.2,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.66}",3.125,0.0,12.5,-31.25,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.66}",3.1338,0.0,12.54,-31.34,228
stack_3,"{'corrected': 0.6, 'graph': 0.6, 'adaptive_ridge': 1.0}",3.1491,0.0,12.6,-31.49,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.66}",3.1513,0.0,12.61,-31.51,228
stack_3,"{'corrected': 0.8, 'graph': 0.6, 'adaptive_ridge': 0.8}",3.1535,0.0,12.61,-31.54,228
stack_3,"{'corrected': 1.0, 'graph': 0.6, 'adaptive_ridge': 0.6}",3.1568,0.0,12.63,-31.57,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.66}",3.1579,0.0,12.63,-31.58,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.66}",3.1623,0.0,12.65,-31.62,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.66}",3.1798,0.0,12.72,-31.8,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.66}",3.1831,0.0,12.73,-31.83,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.66}",3.1831,0.0,12.73,-31.83,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.66}",3.1853,0.0,12.74,-31.85,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.66}",3.1864,0.0,12.75,-31.86,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.66}",3.193,0.0,12.77,-31.93,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 0.66}",3.1974,0.0,12.79,-31.97,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.66}",3.2007,0.0,12.8,-32.01,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 1.0}",3.4221,2.19,13.69,-32.03,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.66}",3.2061,0.0,12.82,-32.06,228
stack_3,"{'corrected': 0.8, 'graph': 0.4, 'adaptive_ridge': 1.0}",3.2094,0.0,12.84,-32.09,228
stack_3,"{'corrected': 1.0, 'graph': 0.4, 'adaptive_ridge': 0.8}",3.2138,0.0,12.86,-32.14,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.66}",3.2193,0.0,12.88,-32.19,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.66}",3.2215,0.0,12.89,-32.21,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.66}",3.2303,0.0,12.92,-32.3,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.66}",3.239,0.0,12.96,-32.39,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.66}",3.2577,0.0,13.03,-32.58,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.66}",3.2588,0.0,13.04,-32.59,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.66}",3.273,0.0,13.09,-32.73,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 1.0}",3.4211,0.88,13.68,-33.33,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 1.0}",3.4408,0.88,13.76,-33.53,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 1.0}",3.3651,0.0,13.46,-33.65,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.0}",3.3739,0.0,13.5,-33.74,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.0}",3.3739,0.0,13.5,-33.74,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 1.0}",3.3936,0.0,13.57,-33.94,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 1.0}",3.3936,0.0,13.57,-33.94,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 1.0}",3.3969,0.0,13.59,-33.97,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 1.0}",3.3969,0.0,13.59,-33.97,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 1.0}",3.3969,0.0,13.59,-33.97,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 1.0}",3.4452,0.44,13.78,-34.01,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.0}",3.4013,0.0,13.61,-34.01,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.0}",3.4068,0.0,13.63,-34.07,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.0}",3.4145,0.0,13.66,-34.14,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 1.0}",3.4156,0.0,13.66,-34.16,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.0}",3.4178,0.0,13.67,-34.18,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.0}",3.42,0.0,13.68,-34.2,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.0}",3.4243,0.0,13.7,-34.24,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.0}",3.4265,0.0,13.71,-34.27,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 1.0}",3.4276,0.0,13.71,-34.28,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 1.0}",3.4287,0.0,13.71,-34.29,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.0}",3.432,0.0,13.73,-34.32,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.0}",3.432,0.0,13.73,-34.32,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.0}",3.4353,0.0,13.74,-34.35,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.0}",3.4353,0.0,13.74,-34.35,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.0}",3.4846,0.44,13.94,-34.41,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.0}",3.489,0.44,13.96,-34.45,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.0}",3.4452,0.0,13.78,-34.45,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.0}",3.4463,0.0,13.79,-34.46,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.0}",3.4507,0.0,13.8,-34.51,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.0}",3.4529,0.0,13.81,-34.53,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.0}",3.4529,0.0,13.81,-34.53,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 1.0}",3.4561,0.0,13.82,-34.56,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.0}",3.5022,0.44,14.01,-34.58,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.0}",3.4627,0.0,13.85,-34.63,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.0}",3.4638,0.0,13.86,-34.64,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 1.0}",3.4693,0.0,13.88,-34.69,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 1.0}",3.4693,0.0,13.88,-34.69,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 1.0}",3.4693,0.0,13.88,-34.69,228
