method,params,mean_MAE,acc_within_1_error,mean_total_error,score,n_trees
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.66}",6.5833,0.0,26.33,-65.83,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.66}",6.5855,0.0,26.34,-65.86,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.66}",6.5899,0.0,26.36,-65.9,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.66}",6.5943,0.0,26.38,-65.94,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.66}",6.5987,0.0,26.39,-65.99,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.66}",6.6031,0.0,26.41,-66.03,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.66}",6.6206,0.0,26.48,-66.21,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.66}",6.6305,0.0,26.52,-66.3,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.66}",6.6349,0.0,26.54,-66.35,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.66}",6.6393,0.0,26.56,-66.39,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.66}",6.6447,0.0,26.58,-66.45,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.66}",6.6469,0.0,26.59,-66.47,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.66}",6.6502,0.0,26.6,-66.5,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.66}",6.6557,0.0,26.62,-66.56,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.66}",6.6623,0.0,26.65,-66.62,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.66}",6.6634,0.0,26.65,-66.63,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.66}",6.6634,0.0,26.65,-66.63,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.66}",6.6645,0.0,26.66,-66.64,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.66}",6.6754,0.0,26.7,-66.75,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.66}",6.6809,0.0,26.72,-66.81,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.66}",6.682,0.0,26.73,-66.82,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.66}",6.6864,0.0,26.75,-66.86,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.66}",6.6952,0.0,26.78,-66.95,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.66}",6.6985,0.0,26.79,-66.98,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.66}",6.7007,0.0,26.8,-67.01,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.66}",6.7138,0.0,26.86,-67.14,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.66}",6.716,0.0,26.86,-67.16,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.66}",6.7215,0.0,26.89,-67.21,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.66}",6.7226,0.0,26.89,-67.23,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.66}",6.7314,0.0,26.93,-67.31,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.66}",6.7533,0.0,27.01,-67.53,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 1.0}",6.8542,0.0,27.42,-68.54,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 1.0}",6.8542,0.0,27.42,-68.54,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 1.0}",6.8816,0.0,27.53,-68.82,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 1.0}",6.8871,0.0,27.55,-68.87,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 1.0}",6.8947,0.0,27.58,-68.95,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 1.0}",6.898,0.0,27.59,-68.98,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 1.0}",6.9002,0.0,27.6,-69.0,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 1.0}",6.9046,0.0,27.62,-69.05,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 1.0}",6.9068,0.0,27.63,-69.07,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 1.0}",6.9156,0.0,27.66,-69.16,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 1.0}",6.9156,0.0,27.66,-69.16,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 1.0}",6.9156,0.0,27.66,-69.16,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 1.0}",6.9156,0.0,27.66,-69.16,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 1.0}",6.9254,0.0,27.7,-69.25,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 1.0}",6.9265,0.0,27.71,-69.27,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 1.0}",6.9309,0.0,27.72,-69.31,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 1.0}",6.9331,0.0,27.73,-69.33,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 1.0}",6.9331,0.0,27.73,-69.33,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 1.0}",6.9441,0.0,27.78,-69.44,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 1.0}",6.9463,0.0,27.79,-69.46,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 1.0}",6.9496,0.0,27.8,-69.5,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 1.0}",6.9572,0.0,27.83,-69.57,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 1.0}",6.9627,0.0,27.85,-69.63,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 1.0}",6.9638,0.0,27.86,-69.64,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 1.0}",6.9638,0.0,27.86,-69.64,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 1.0}",6.9649,0.0,27.86,-69.65,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 1.0}",6.9693,0.0,27.88,-69.69,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 1.0}",6.977,0.0,27.91,-69.77,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 1.0}",6.9814,0.0,27.93,-69.81,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 1.0}",6.9814,0.0,27.93,-69.81,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 1.0}",6.9825,0.0,27.93,-69.82,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 1.0}",6.9846,0.0,27.94,-69.85,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 1.0}",6.9934,0.0,27.97,-69.93,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 1.0}",7.0,0.0,28.0,-70.0,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 1.0}",7.0099,0.0,28.04,-70.1,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 1.0}",7.011,0.0,28.04,-70.11,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 1.0}",7.0175,0.0,28.07,-70.18,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 1.0}",7.0252,0.0,28.1,-70.25,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.0}",7.0274,0.0,28.11,-70.27,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.0}",7.0274,0.0,28.11,-70.27,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.0}",7.0285,0.0,28.11,-70.29,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.0}",7.0384,0.0,28.15,-70.38,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 1.0}",7.0439,0.0,28.18,-70.44,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 1.0}",7.0537,0.0,28.21,-70.54,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.33}",7.2917,0.0,29.17,-72.92,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.33}",7.2961,0.0,29.18,-72.96,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.33}",7.2961,0.0,29.18,-72.96,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.33}",7.3169,0.0,29.27,-73.17,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.33}",7.3246,0.0,29.3,-73.25,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.33}",7.3289,0.0,29.32,-73.29,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.33}",7.3333,0.0,29.33,-73.33,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.33}",7.3432,0.0,29.37,-73.43,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.33}",7.3509,0.0,29.4,-73.51,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.33}",7.3575,0.0,29.43,-73.57,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.66}",7.4923,0.0,29.97,-74.92,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.66}",7.4978,0.0,29.99,-74.98,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.66}",7.5099,0.0,30.04,-75.1,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.66}",7.5099,0.0,30.04,-75.1,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.66}",7.5121,0.0,30.05,-75.12,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.66}",7.5208,0.0,30.08,-75.21,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.66}",7.5406,0.0,30.16,-75.41,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.66}",7.5471,0.0,30.19,-75.47,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.66}",7.5504,0.0,30.2,-75.5,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.66}",7.5581,0.0,30.23,-75.58,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.66}",7.5603,0.0,30.24,-75.6,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.66}",7.5614,0.0,30.25,-75.61,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.66}",7.5658,0.0,30.26,-75.66,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.66}",7.5789,0.0,30.32,-75.79,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.66}",7.5822,0.0,30.33,-75.82,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.66}",7.6086,0.0,30.43,-76.09,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.66}",7.6206,0.0,30.48,-76.21,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.66}",7.6283,0.0,30.51,-76.28,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.66}",7.6327,0.0,30.53,-76.33,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.66}",7.6557,0.0,30.62,-76.56,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 1.0}",7.7971,0.0,31.19,-77.97,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 1.0}",7.7982,0.0,31.19,-77.98,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 1.0}",7.8081,0.0,31.23,-78.08,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 1.0}",7.8103,0.0,31.24,-78.1,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 1.0}",7.8147,0.0,31.26,-78.15,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 1.0}",7.8147,0.0,31.26,-78.15,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 1.0}",7.8158,0.0,31.26,-78.16,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 1.0}",7.8158,0.0,31.26,-78.16,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 1.0}",7.8158,0.0,31.26,-78.16,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 1.0}",7.8257,0.0,31.3,-78.26,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 1.0}",7.8289,0.0,31.32,-78.29,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 1.0}",7.8333,0.0,31.33,-78.33,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 1.0}",7.8344,0.0,31.34,-78.34,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 1.0}",7.841,0.0,31.36,-78.41,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 1.0}",7.8421,0.0,31.37,-78.42,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 1.0}",7.8542,0.0,31.42,-78.54,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 1.0}",7.8575,0.0,31.43,-78.57,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 1.0}",7.8596,0.0,31.44,-78.6,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 1.0}",7.8673,0.0,31.47,-78.67,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 1.0}",7.875,0.0,31.5,-78.75,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 1.0}",7.8816,0.0,31.53,-78.82,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 1.0}",7.8849,0.0,31.54,-78.85,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 1.0}",7.8871,0.0,31.55,-78.87,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 1.0}",7.8871,0.0,31.55,-78.87,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 1.0}",7.8882,0.0,31.55,-78.88,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 1.0}",7.9024,0.0,31.61,-79.02,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.0}",7.9024,0.0,31.61,-79.02,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 1.0}",7.9123,0.0,31.65,-79.12,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 1.0}",7.9254,0.0,31.7,-79.25,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 1.0}",7.9254,0.0,31.7,-79.25,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 1.0}",7.9364,0.0,31.75,-79.36,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 1.0}",7.9364,0.0,31.75,-79.36,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.33}",8.1129,0.0,32.45,-81.13,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.33}",8.1162,0.0,32.46,-81.16,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.33}",8.1502,0.0,32.6,-81.5,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.33}",8.1919,0.0,32.77,-81.92,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.66}",8.4254,0.0,33.7,-84.25,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.66}",8.4364,0.0,33.75,-84.36,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.66}",8.4496,0.0,33.8,-84.5,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.66}",8.4616,0.0,33.85,-84.62,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.66}",8.4649,0.0,33.86,-84.65,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.66}",8.4759,0.0,33.9,-84.76,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.66}",8.4846,0.0,33.94,-84.85,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.66}",8.489,0.0,33.96,-84.89,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.66}",8.511,0.0,34.04,-85.11,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.66}",8.5143,0.0,34.06,-85.14,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 1.0}",8.6721,0.0,34.69,-86.72,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 1.0}",8.6721,0.0,34.69,-86.72,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 1.0}",8.6721,0.0,34.69,-86.72,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 1.0}",8.6897,0.0,34.76,-86.9,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 1.0}",8.6897,0.0,34.76,-86.9,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 1.0}",8.6897,0.0,34.76,-86.9,228
