tree_id,split,has_json,n_dets,n_sides,naive_B1,naive_B2,naive_B3,naive_B4,naive_total,corrected_B1,corrected_B2,corrected_B3,corrected_B4,corrected_total,feature_cluster_B1,feature_cluster_B2,feature_cluster_B3,feature_cluster_B4,feature_cluster_total,visibility_B1,visibility_B2,visibility_B3,visibility_B4,visibility_total,learned_graph_B1,learned_graph_B2,learned_graph_B3,learned_graph_B4,learned_graph_total,hungarian_match_B1,hungarian_match_B2,hungarian_match_B3,hungarian_match_B4,hungarian_match_total,cascade_match_B1,cascade_match_B2,cascade_match_B3,cascade_match_B4,cascade_match_total
DAMIMAS_A21B_0632,train,True,34,4,5,6,16,7,34,3,3,9,4,19,1,1,1,1,4,3,4,9,4,20,2,1,3,1,7,2,2,7,2,13,2,1,2,1,6
DAMIMAS_A21B_0633,train,True,4,3,0,0,4,0,4,0,0,2,0,2,0,0,1,0,1,0,0,2,0,2,0,0,1,0,1,0,0,2,0,2,0,0,1,0,1
DAMIMAS_A21B_0634,train,True,29,4,7,9,7,6,29,4,5,4,4,17,1,1,1,1,4,4,5,4,3,16,1,1,1,1,4,2,4,2,2,10,2,1,1,1,5
DAMIMAS_A21B_0635,train,True,29,4,7,10,7,5,29,4,6,4,3,17,1,1,1,1,4,4,6,4,3,17,1,1,1,1,4,2,3,2,2,9,1,2,1,1,5
DAMIMAS_A21B_0636,train,True,19,4,0,2,12,5,19,0,1,7,3,11,0,1,1,1,3,0,1,7,3,11,0,1,1,1,3,0,1,5,3,9,0,1,2,1,4
DAMIMAS_A21B_0637,train,True,8,4,2,0,5,1,8,1,0,3,1,5,1,0,1,1,3,1,0,3,1,5,1,0,1,1,3,1,0,3,1,5,1,0,1,1,3
DAMIMAS_A21B_0638,train,True,21,4,7,6,5,3,21,4,3,3,2,12,1,1,1,1,4,4,3,3,2,12,1,1,1,1,4,2,2,1,2,7,1,1,1,1,4
DAMIMAS_A21B_0639,train,True,24,4,3,3,15,3,24,2,2,8,2,14,1,1,1,1,4,2,2,8,2,14,1,1,1,3,6,1,2,4,3,10,1,1,2,1,5
DAMIMAS_A21B_0640,train,True,25,4,1,6,14,4,25,1,3,8,2,14,1,1,1,1,4,1,4,8,2,15,1,1,1,1,4,1,2,4,2,9,1,1,2,1,5
DAMIMAS_A21B_0641,train,True,26,4,5,5,10,6,26,3,3,6,4,16,1,1,1,1,4,3,3,6,3,15,1,1,1,2,5,2,3,2,3,10,1,2,2,3,8
DAMIMAS_A21B_0642,train,True,14,4,2,2,4,6,14,1,1,2,4,8,1,2,1,2,6,1,1,2,3,7,1,2,4,3,10,1,2,4,4,11,1,2,1,2,6
DAMIMAS_A21B_0644,train,True,23,4,0,4,13,6,23,0,2,7,4,13,0,1,1,1,3,0,2,8,3,13,0,2,1,2,5,0,3,3,2,8,0,1,2,2,5
DAMIMAS_A21B_0645,train,True,13,4,0,0,9,4,13,0,0,5,2,7,0,0,1,2,3,0,0,5,2,7,0,0,1,2,3,0,0,3,2,5,0,0,2,2,4
DAMIMAS_A21B_0646,train,True,19,4,0,7,7,5,19,0,4,4,3,11,0,1,1,1,3,0,4,4,3,11,0,1,2,3,6,0,3,3,3,9,0,1,2,2,5
DAMIMAS_A21B_0647,train,True,19,4,1,6,11,1,19,1,3,6,1,11,1,1,1,1,4,1,3,6,1,11,1,1,1,1,4,1,2,3,1,7,1,1,2,1,5
DAMIMAS_A21B_0648,train,True,19,4,0,0,15,4,19,0,0,8,2,10,0,0,1,1,2,0,0,8,2,10,0,0,1,1,2,0,0,4,2,6,0,0,1,1,2
DAMIMAS_A21B_0649,train,True,21,4,0,1,16,4,21,0,1,9,2,12,0,1,1,1,3,0,1,9,2,12,0,1,1,2,4,0,1,7,3,11,0,1,4,2,7
DAMIMAS_A21B_0650,train,True,20,4,3,4,9,4,20,2,2,5,2,11,1,1,1,1,4,2,2,5,2,11,1,1,1,1,4,1,2,3,1,7,1,1,1,1,4
DAMIMAS_A21B_0651,train,True,23,4,4,2,12,5,23,2,1,7,3,13,1,1,1,1,4,2,1,6,3,12,1,2,1,2,6,2,2,4,4,12,1,1,2,1,5
DAMIMAS_A21B_0652,train,True,19,4,3,5,8,3,19,2,3,4,2,11,1,1,1,1,4,2,3,4,2,11,1,1,1,3,6,1,2,2,3,8,1,1,1,1,4
DAMIMAS_A21B_0653,train,True,20,4,2,3,10,5,20,1,2,6,3,12,1,1,1,1,4,1,2,5,3,11,1,1,1,1,4,1,1,3,2,7,1,1,1,1,4
DAMIMAS_A21B_0654,train,True,27,4,2,9,7,9,27,1,5,4,5,15,1,1,1,2,5,1,5,4,5,15,2,1,2,5,10,2,4,4,7,17,2,1,2,3,8
DAMIMAS_A21B_0655,train,True,20,4,3,3,12,2,20,2,2,7,1,12,1,1,1,1,4,2,2,6,1,11,1,1,1,1,4,1,1,3,1,6,1,1,1,1,4
DAMIMAS_A21B_0656,train,True,25,4,3,1,15,6,25,2,1,8,4,15,1,1,1,1,4,2,1,8,3,14,1,1,1,1,4,1,1,3,3,8,1,1,1,1,4
DAMIMAS_A21B_0657,train,True,27,4,2,4,13,8,27,1,2,7,5,15,1,1,1,1,4,1,2,7,4,14,1,1,1,1,4,1,2,4,3,10,1,1,2,1,5
DAMIMAS_A21B_0658,train,True,10,4,2,3,4,1,10,1,2,2,1,6,1,2,1,1,5,1,2,2,1,6,1,2,1,1,5,2,3,2,1,8,2,2,1,1,6
DAMIMAS_A21B_0659,train,True,22,4,1,3,15,3,22,1,2,8,2,13,1,1,1,1,4,1,2,8,2,13,1,1,1,1,4,1,1,3,2,7,1,1,1,1,4
DAMIMAS_A21B_0660,train,True,17,4,0,3,10,4,17,0,2,6,2,10,0,1,1,1,3,0,2,5,2,9,0,1,1,3,5,0,1,2,4,7,0,1,1,2,4
DAMIMAS_A21B_0661,nonjson,False,22,4,2,2,14,4,22,1,1,8,2,12,1,1,1,1,4,1,1,8,2,12,1,2,1,1,5,1,2,5,1,9,1,1,2,1,5
DAMIMAS_A21B_0662,nonjson,False,4,3,0,0,1,3,4,0,0,1,2,3,0,0,1,1,2,0,0,1,2,3,0,0,1,1,2,0,0,1,1,2,0,0,1,2,3
DAMIMAS_A21B_0663,nonjson,False,24,4,0,3,16,5,24,0,2,9,3,14,0,1,1,1,3,0,2,9,3,14,0,1,1,1,3,0,1,4,2,7,0,1,1,1,3
DAMIMAS_A21B_0664,nonjson,False,27,4,2,2,18,5,27,1,1,10,3,15,1,1,1,1,4,1,1,10,3,15,1,2,2,1,6,1,2,5,2,10,1,2,2,1,6
DAMIMAS_A21B_0665,nonjson,False,24,4,5,6,11,2,24,3,3,6,1,13,1,1,1,1,4,3,3,6,1,13,1,1,1,2,5,2,3,4,2,11,1,1,1,1,4
DAMIMAS_A21B_0666,nonjson,False,12,4,0,1,4,7,12,0,1,2,4,7,0,1,1,1,3,0,1,2,4,7,0,1,1,1,3,0,1,3,3,7,0,1,1,1,3
DAMIMAS_A21B_0667,nonjson,False,17,4,2,2,12,1,17,1,1,7,1,10,2,1,1,1,5,1,1,6,1,9,2,2,1,1,6,2,2,4,1,9,2,1,1,1,5
DAMIMAS_A21B_0668,nonjson,False,27,4,2,4,12,9,27,1,2,7,5,15,1,1,1,1,4,1,2,6,5,14,1,1,1,1,4,1,1,4,4,10,1,1,1,2,5
DAMIMAS_A21B_0669,nonjson,False,28,4,3,3,18,4,28,2,2,10,2,16,1,1,1,1,4,2,2,10,2,16,1,3,1,1,6,1,3,6,2,12,1,1,1,1,4
DAMIMAS_A21B_0670,nonjson,False,18,4,1,4,3,10,18,1,2,2,6,11,1,1,2,1,5,1,2,2,5,10,1,1,2,1,5,1,2,2,2,7,1,1,2,1,5
DAMIMAS_A21B_0671,nonjson,False,23,4,1,3,14,5,23,1,2,8,3,14,1,1,1,1,4,1,2,8,3,14,1,1,1,1,4,1,1,4,2,8,1,1,3,1,6
DAMIMAS_A21B_0672,nonjson,False,24,4,2,3,14,5,24,1,2,8,3,14,1,1,1,1,4,1,2,8,3,14,1,1,1,1,4,1,2,3,1,7,1,1,1,1,4
DAMIMAS_A21B_0673,nonjson,False,23,4,2,3,12,6,23,1,2,7,4,14,1,1,1,1,4,1,2,7,3,13,1,1,1,1,4,1,2,3,3,9,1,1,2,1,5
DAMIMAS_A21B_0674,nonjson,False,15,4,3,2,3,7,15,2,1,2,4,9,1,1,1,1,4,2,1,2,4,9,1,1,1,1,4,3,1,1,4,9,2,1,1,1,5
DAMIMAS_A21B_0675,nonjson,False,25,4,2,2,12,9,25,1,1,7,5,14,1,1,1,1,4,1,1,7,5,14,1,1,1,1,4,1,1,3,2,7,1,1,1,1,4
DAMIMAS_A21B_0676,nonjson,False,24,4,2,4,11,7,24,1,2,6,4,13,2,1,1,1,5,1,2,6,4,13,2,1,1,1,5,2,2,3,3,10,2,1,1,2,6
DAMIMAS_A21B_0677,nonjson,False,25,4,3,3,11,8,25,2,2,6,5,15,1,1,1,1,4,2,2,6,4,14,1,2,2,1,6,1,3,5,2,11,1,3,2,1,7
DAMIMAS_A21B_0678,nonjson,False,19,4,2,4,10,3,19,1,2,6,2,11,2,3,1,1,7,1,2,6,2,11,2,4,5,2,13,2,4,7,2,15,2,3,3,1,9
DAMIMAS_A21B_0679,nonjson,False,26,4,0,8,11,7,26,0,4,6,4,14,0,1,1,1,3,0,5,6,4,15,0,1,1,1,3,0,2,3,1,6,0,1,2,1,4
DAMIMAS_A21B_0680,nonjson,False,28,4,0,4,19,5,28,0,2,11,3,16,0,1,1,1,3,0,2,11,3,16,0,2,2,2,6,0,2,6,3,11,0,1,3,2,6
DAMIMAS_A21B_0681,nonjson,False,28,4,2,3,17,6,28,1,2,9,4,16,2,1,1,1,5,1,2,10,3,16,2,1,1,1,5,2,2,5,2,11,2,1,4,2,9
DAMIMAS_A21B_0682,nonjson,False,22,4,5,5,5,7,22,3,3,3,4,13,1,1,1,1,4,3,3,3,4,13,1,1,1,1,4,2,2,1,2,7,2,1,1,1,5
DAMIMAS_A21B_0683,nonjson,False,29,4,4,3,15,7,29,2,2,8,4,16,1,1,1,1,4,2,2,9,4,17,1,1,1,1,4,1,1,3,2,7,1,1,1,1,4
DAMIMAS_A21B_0684,nonjson,False,26,4,0,4,18,4,26,0,2,10,2,14,0,2,1,1,4,0,2,10,2,14,0,2,1,1,4,0,2,7,2,11,0,2,2,1,5
DAMIMAS_A21B_0685,nonjson,False,23,4,4,1,12,6,23,2,1,7,4,14,1,1,1,1,4,2,1,7,3,13,1,1,2,1,5,2,1,5,3,11,1,1,2,2,6
DAMIMAS_A21B_0686,nonjson,False,24,4,5,6,9,4,24,3,3,5,2,13,1,1,1,1,4,3,4,5,2,14,1,1,1,1,4,2,2,2,1,7,1,1,1,2,5
DAMIMAS_A21B_0687,nonjson,False,20,4,0,5,11,4,20,0,3,6,2,11,0,1,1,1,3,0,3,6,2,11,0,1,1,1,3,0,2,3,1,6,0,1,1,1,3
DAMIMAS_A21B_0688,nonjson,False,24,4,3,2,14,5,24,2,1,8,3,14,1,1,1,1,4,2,1,8,3,14,2,1,1,1,5,2,1,7,3,13,2,1,3,2,8
DAMIMAS_A21B_0689,nonjson,False,24,4,0,6,11,7,24,0,3,6,4,13,0,1,1,1,3,0,3,6,4,13,0,1,1,1,3,0,2,3,2,7,0,2,3,2,7
DAMIMAS_A21B_0690,nonjson,False,15,4,2,1,6,6,15,1,1,3,4,9,1,1,1,1,4,1,1,3,4,9,1,1,1,1,4,1,1,2,2,6,1,1,1,1,4
DAMIMAS_A21B_0691,nonjson,False,18,4,0,3,12,3,18,0,2,7,2,11,0,1,1,2,4,0,2,7,2,11,0,1,1,3,5,0,1,3,3,7,0,2,1,2,5
DAMIMAS_A21B_0692,nonjson,False,18,4,2,3,9,4,18,1,2,5,2,10,2,3,1,1,7,1,2,5,2,10,2,3,1,3,9,2,3,3,3,11,2,3,2,2,9
DAMIMAS_A21B_0693,nonjson,False,25,4,2,3,13,7,25,1,2,7,4,14,1,1,1,1,4,1,2,7,4,14,1,3,1,1,6,1,3,6,3,13,1,2,3,1,7
DAMIMAS_A21B_0694,nonjson,False,14,4,3,0,11,0,14,2,0,6,0,8,1,0,1,0,2,2,0,6,0,8,1,0,1,0,2,1,0,3,0,4,1,0,1,0,2
DAMIMAS_A21B_0695,nonjson,False,23,4,2,4,12,5,23,1,2,7,3,13,1,1,1,1,4,1,2,7,3,13,1,1,1,1,4,1,2,4,2,9,1,2,1,1,5
DAMIMAS_A21B_0696,nonjson,False,21,4,0,2,15,4,21,0,1,8,2,11,0,2,1,1,4,0,1,8,2,11,0,2,1,1,4,0,2,3,2,7,0,2,2,1,5
DAMIMAS_A21B_0697,nonjson,False,23,4,2,2,13,6,23,1,1,7,4,13,1,1,1,1,4,1,1,7,3,12,1,1,1,1,4,1,1,5,2,9,1,1,2,1,5
DAMIMAS_A21B_0698,nonjson,False,20,4,5,0,9,6,20,3,0,5,4,12,2,0,1,1,4,3,0,5,4,12,2,0,1,1,4,3,0,3,2,8,2,0,3,1,6
DAMIMAS_A21B_0699,nonjson,False,19,4,0,3,9,7,19,0,2,5,4,11,0,1,1,1,3,0,2,5,4,11,0,1,1,1,3,0,2,2,2,6,0,1,2,1,4
DAMIMAS_A21B_0700,nonjson,False,20,4,4,5,7,4,20,2,3,4,2,11,1,1,1,1,4,2,3,4,2,11,1,1,1,2,5,1,1,3,3,8,1,1,1,1,4
DAMIMAS_A21B_0701,nonjson,False,26,4,0,2,21,3,26,0,1,12,2,15,0,1,1,1,3,0,1,12,2,15,0,1,2,1,4,0,1,9,1,11,0,1,3,1,5
DAMIMAS_A21B_0702,nonjson,False,14,4,1,0,9,4,14,1,0,5,2,8,1,0,1,1,3,1,0,5,2,8,1,0,1,2,4,1,0,4,3,8,1,0,3,2,6
DAMIMAS_A21B_0703,nonjson,False,23,4,4,3,14,2,23,2,2,8,1,13,2,1,1,2,6,2,2,8,1,13,3,1,1,2,7,4,1,5,2,12,2,2,2,2,8
DAMIMAS_A21B_0704,nonjson,False,26,4,0,5,14,7,26,0,3,8,4,15,0,2,1,1,4,0,3,8,4,15,0,3,1,1,5,0,4,5,2,11,0,3,1,1,5
DAMIMAS_A21B_0705,nonjson,False,25,4,2,4,16,3,25,1,2,9,2,14,1,1,1,1,4,1,2,9,2,14,1,1,1,3,6,1,2,4,3,10,1,1,1,1,4
DAMIMAS_A21B_0706,nonjson,False,21,4,5,1,5,10,21,3,1,3,6,13,1,1,1,1,4,3,1,3,6,13,1,1,1,1,4,2,1,2,2,7,1,1,1,1,4
DAMIMAS_A21B_0707,nonjson,False,25,4,0,3,20,2,25,0,2,11,1,14,0,2,1,1,4,0,2,12,1,15,0,2,1,1,4,0,2,5,1,8,0,2,2,1,5
DAMIMAS_A21B_0708,nonjson,False,28,4,2,3,15,8,28,1,2,8,5,16,1,1,1,1,4,1,2,9,5,17,1,1,1,3,6,1,2,6,4,13,1,1,2,3,7
DAMIMAS_A21B_0709,nonjson,False,27,4,4,5,14,4,27,2,3,8,2,15,1,1,1,1,4,2,3,8,2,15,1,1,1,1,4,3,2,2,2,9,1,1,1,1,4
DAMIMAS_A21B_0710,nonjson,False,19,4,5,3,7,4,19,3,2,4,2,11,1,1,2,1,5,3,2,4,2,11,1,2,2,1,6,2,2,4,2,10,1,2,2,1,6
DAMIMAS_A21B_0711,nonjson,False,22,4,2,5,11,4,22,1,3,6,2,12,1,1,1,1,4,1,3,6,2,12,1,1,1,1,4,1,1,3,2,7,1,1,1,1,4
DAMIMAS_A21B_0712,nonjson,False,24,4,2,3,13,6,24,1,2,7,4,14,1,1,1,1,4,1,2,7,3,13,1,1,2,1,5,1,1,6,2,10,1,1,3,2,7
DAMIMAS_A21B_0713,nonjson,False,18,4,2,3,9,4,18,1,2,5,2,10,1,1,1,1,4,1,2,5,2,10,2,1,3,2,8,2,1,5,3,11,1,1,2,2,6
DAMIMAS_A21B_0714,nonjson,False,14,4,0,2,6,6,14,0,1,3,4,8,0,1,1,1,3,0,1,3,3,7,0,1,1,1,3,0,1,2,2,5,0,1,1,1,3
DAMIMAS_A21B_0715,nonjson,False,25,4,3,4,14,4,25,2,2,8,2,14,1,2,1,1,5,2,2,8,2,14,1,2,1,1,5,1,2,4,2,9,1,2,1,1,5
DAMIMAS_A21B_0716,nonjson,False,28,4,1,4,19,4,28,1,2,11,2,16,1,1,1,1,4,1,2,11,2,16,1,1,1,1,4,1,2,7,2,12,1,2,1,1,5
DAMIMAS_A21B_0717,nonjson,False,24,4,2,4,13,5,24,1,2,7,3,13,1,1,1,1,4,1,2,7,3,13,1,1,1,2,5,1,1,4,4,10,1,1,2,1,5
DAMIMAS_A21B_0718,nonjson,False,14,4,6,2,4,2,14,3,1,2,1,7,1,1,1,2,5,4,1,2,1,8,1,1,1,2,5,1,1,2,2,6,1,1,1,2,5
DAMIMAS_A21B_0719,nonjson,False,19,4,3,3,13,0,19,2,2,7,0,11,1,1,1,0,3,2,2,7,0,11,1,1,1,0,3,2,1,3,0,6,1,1,1,0,3
DAMIMAS_A21B_0720,nonjson,False,24,4,5,2,15,2,24,3,1,8,1,13,1,1,1,1,4,3,1,8,1,13,1,2,1,1,5,2,2,5,1,10,1,1,2,1,5
DAMIMAS_A21B_0721,nonjson,False,26,4,2,5,16,3,26,1,3,9,2,15,2,1,1,2,6,1,3,9,2,15,2,1,1,2,6,2,3,3,2,10,2,1,2,2,7
DAMIMAS_A21B_0722,nonjson,False,16,4,2,4,6,4,16,1,2,3,2,8,1,1,1,1,4,1,2,3,2,8,2,1,2,1,6,2,1,4,2,9,2,2,3,1,8
DAMIMAS_A21B_0723,nonjson,False,36,4,5,6,14,11,36,3,3,8,7,21,1,1,1,1,4,3,4,8,6,21,1,1,1,1,4,3,4,4,4,15,2,3,2,2,9
DAMIMAS_A21B_0724,nonjson,False,16,4,4,2,9,1,16,2,1,5,1,9,1,2,1,1,5,2,1,5,1,9,2,2,1,1,6,2,2,5,1,10,2,2,3,1,8
DAMIMAS_A21B_0725,nonjson,False,12,4,0,3,8,1,12,0,2,4,1,7,0,1,1,1,3,0,2,4,1,7,0,1,1,1,3,0,1,4,1,6,0,1,1,1,3
DAMIMAS_A21B_0726,nonjson,False,18,4,4,3,10,1,18,2,2,6,1,11,1,1,1,1,4,2,2,6,1,11,1,1,1,1,4,1,1,4,1,7,2,1,3,1,7
DAMIMAS_A21B_0727,nonjson,False,32,4,4,3,20,5,32,2,2,11,3,18,1,1,1,1,4,2,2,11,3,18,1,1,1,1,4,2,2,2,2,8,1,1,1,1,4
DAMIMAS_A21B_0728,nonjson,False,27,4,4,0,14,9,27,2,0,8,5,15,1,0,1,1,3,2,0,8,5,15,1,0,1,1,3,1,0,3,3,7,1,0,2,1,4
DAMIMAS_A21B_0729,nonjson,False,28,4,6,3,17,2,28,3,2,9,1,15,1,1,1,1,4,4,2,10,1,17,1,3,1,2,7,4,3,9,2,18,2,2,2,1,7
DAMIMAS_A21B_0730,nonjson,False,14,4,4,2,7,1,14,2,1,4,1,8,1,2,1,1,5,2,1,4,1,8,1,2,1,1,5,2,2,2,1,7,1,2,1,1,5
DAMIMAS_A21B_0731,nonjson,False,12,4,0,0,12,0,12,0,0,7,0,7,0,0,1,0,1,0,0,7,0,7,0,0,1,0,1,0,0,3,0,3,0,0,1,0,1
DAMIMAS_A21B_0732,nonjson,False,15,4,0,0,10,5,15,0,0,6,3,9,0,0,1,1,2,0,0,6,3,9,0,0,1,2,3,0,0,3,3,6,0,0,2,2,4
DAMIMAS_A21B_0733,nonjson,False,20,4,0,0,13,7,20,0,0,7,4,11,0,0,1,1,2,0,0,7,4,11,0,0,1,2,3,0,0,6,5,11,0,0,1,1,2
DAMIMAS_A21B_0734,nonjson,False,14,4,1,3,8,2,14,1,2,4,1,8,1,1,1,1,4,1,2,4,1,8,1,1,1,2,5,1,1,3,2,7,1,1,2,1,5
DAMIMAS_A21B_0735,nonjson,False,17,4,0,0,16,1,17,0,0,9,1,10,0,0,1,1,2,0,0,9,1,10,0,0,1,1,2,0,0,3,1,4,0,0,2,1,3
DAMIMAS_A21B_0736,nonjson,False,20,4,0,2,14,4,20,0,1,8,2,11,0,1,1,1,3,0,1,8,2,11,0,1,1,2,4,0,1,2,2,5,0,1,2,2,5
DAMIMAS_A21B_0737,nonjson,False,16,4,0,0,9,7,16,0,0,5,4,9,0,0,1,1,2,0,0,5,4,9,0,0,1,1,2,0,0,2,2,4,0,0,1,3,4
DAMIMAS_A21B_0738,nonjson,False,14,4,0,0,11,3,14,0,0,6,2,8,0,0,1,1,2,0,0,6,2,8,0,0,1,1,2,0,0,2,2,4,0,0,1,1,2
DAMIMAS_A21B_0739,nonjson,False,21,4,0,0,14,7,21,0,0,8,4,12,0,0,1,1,2,0,0,8,4,12,0,0,1,1,2,0,0,4,3,7,0,0,1,1,2
DAMIMAS_A21B_0740,nonjson,False,21,4,1,3,11,6,21,1,2,6,4,13,1,1,1,1,4,1,2,6,3,12,1,1,1,1,4,1,2,3,1,7,1,2,1,1,5
DAMIMAS_A21B_0741,nonjson,False,26,4,3,3,14,6,26,2,2,8,4,16,1,1,1,1,4,2,2,8,3,15,1,1,1,1,4,2,1,3,2,8,1,1,1,1,4
DAMIMAS_A21B_0742,nonjson,False,6,4,2,1,3,0,6,1,1,2,0,4,1,1,1,0,3,1,1,2,0,4,1,1,1,0,3,1,1,1,0,3,1,1,1,0,3
DAMIMAS_A21B_0743,nonjson,False,14,4,0,0,7,7,14,0,0,4,4,8,0,0,1,1,2,0,0,4,4,8,0,0,1,1,2,0,0,1,2,3,0,0,1,1,2
DAMIMAS_A21B_0744,nonjson,False,13,4,1,2,10,0,13,1,1,6,0,8,1,1,1,0,3,1,1,5,0,7,1,1,1,0,3,1,1,3,0,5,1,1,1,0,3
DAMIMAS_A21B_0745,nonjson,False,28,4,3,3,13,9,28,2,2,7,5,16,1,1,1,1,4,2,2,7,5,16,1,1,2,1,5,1,2,6,5,14,1,1,2,1,5
DAMIMAS_A21B_0746,nonjson,False,16,4,3,1,11,1,16,2,1,6,1,10,1,1,1,1,4,2,1,6,1,10,1,1,1,1,4,1,1,3,1,6,1,1,1,1,4
DAMIMAS_A21B_0747,nonjson,False,32,4,0,5,17,10,32,0,3,9,6,18,0,1,1,1,3,0,3,10,6,19,0,1,2,1,4,0,2,4,2,8,0,2,2,1,5
DAMIMAS_A21B_0748,nonjson,False,23,4,3,1,15,4,23,2,1,8,2,13,1,1,1,1,4,2,1,8,2,13,1,1,1,1,4,1,1,4,2,8,1,1,1,1,4
DAMIMAS_A21B_0749,nonjson,False,26,4,4,3,16,3,26,2,2,9,2,15,2,1,1,1,5,2,2,9,2,15,2,1,1,1,5,2,2,3,1,8,2,1,1,1,5
DAMIMAS_A21B_0750,nonjson,False,11,4,0,0,9,2,11,0,0,5,1,6,0,0,1,1,2,0,0,5,1,6,0,0,1,1,2,0,0,1,1,2,0,0,1,1,2
DAMIMAS_A21B_0751,nonjson,False,21,4,4,5,11,1,21,2,3,6,1,12,1,1,1,1,4,2,3,6,1,12,1,1,1,1,4,1,2,3,1,7,1,1,1,1,4
DAMIMAS_A21B_0752,nonjson,False,13,4,2,2,9,0,13,1,1,5,0,7,1,1,1,0,3,1,1,5,0,7,1,1,1,0,3,2,1,2,0,5,2,1,1,0,4
DAMIMAS_A21B_0753,nonjson,False,17,4,3,1,13,0,17,2,1,7,0,10,1,1,1,0,3,2,1,7,0,10,1,1,1,0,3,1,1,4,0,6,1,1,1,0,3
DAMIMAS_A21B_0754,nonjson,False,3,3,1,0,2,0,3,1,0,1,0,2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,2
DAMIMAS_A21B_0755,nonjson,False,18,4,2,3,9,4,18,1,2,5,2,10,1,1,1,1,4,1,2,5,2,10,1,1,1,2,5,1,2,3,3,9,1,1,1,2,5
DAMIMAS_A21B_0756,nonjson,False,24,4,0,0,19,5,24,0,0,11,3,14,0,0,1,1,2,0,0,10,3,13,0,0,1,1,2,0,0,2,2,4,0,0,1,1,2
DAMIMAS_A21B_0757,nonjson,False,22,4,1,2,19,0,22,1,1,11,0,13,1,1,1,0,3,1,1,10,0,12,1,1,1,0,3,1,1,3,0,5,1,1,1,0,3
DAMIMAS_A21B_0758,nonjson,False,9,4,2,3,2,2,9,1,2,1,1,5,1,1,1,1,4,1,2,1,1,5,1,1,1,2,5,1,1,1,2,5,1,1,1,1,4
DAMIMAS_A21B_0759,nonjson,False,21,4,0,0,14,7,21,0,0,8,4,12,0,0,1,1,2,0,0,8,4,12,0,0,1,1,2,0,0,3,3,6,0,0,1,1,2
DAMIMAS_A21B_0760,nonjson,False,17,4,0,0,12,5,17,0,0,7,3,10,0,0,1,1,2,0,0,6,3,9,0,0,1,2,3,0,0,2,4,6,0,0,1,1,2
DAMIMAS_A21B_0761,nonjson,False,23,4,2,3,10,8,23,1,2,6,5,14,1,1,1,1,4,1,2,5,4,12,1,1,1,1,4,1,2,2,2,7,1,1,1,1,4
DAMIMAS_A21B_0762,nonjson,False,6,3,0,1,5,0,6,0,1,3,0,4,0,1,1,0,2,0,1,3,0,4,0,1,1,0,2,0,1,2,0,3,0,1,1,0,2
DAMIMAS_A21B_0763,nonjson,False,2,2,0,0,2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
DAMIMAS_A21B_0764,nonjson,False,11,4,0,2,5,4,11,0,1,3,2,6,0,1,1,1,3,0,1,3,2,6,0,1,1,4,6,0,1,2,4,7,0,1,1,1,3
DAMIMAS_A21B_0765,nonjson,False,18,4,3,2,8,5,18,2,1,4,3,10,1,1,1,1,4,2,1,4,3,10,1,1,1,1,4,1,1,2,2,6,1,1,1,1,4
DAMIMAS_A21B_0766,nonjson,False,12,4,2,1,4,5,12,1,1,2,3,7,1,1,1,1,4,1,1,2,3,7,1,1,1,1,4,1,1,1,2,5,1,1,1,1,4
DAMIMAS_A21B_0767,nonjson,False,16,4,3,4,7,2,16,2,2,4,1,9,1,1,1,1,4,2,2,4,1,9,1,1,1,2,5,1,1,3,2,7,1,1,1,1,4
DAMIMAS_A21B_0768,nonjson,False,15,4,4,3,8,0,15,2,2,4,0,8,1,2,1,0,4,2,2,4,0,8,1,3,2,0,6,1,3,4,0,8,1,2,2,0,5
DAMIMAS_A21B_0769,nonjson,False,26,4,0,2,19,5,26,0,1,11,3,15,0,1,1,1,3,0,1,11,3,15,0,1,1,1,3,0,1,5,3,9,0,1,3,1,5
DAMIMAS_A21B_0770,nonjson,False,16,4,0,2,12,2,16,0,1,7,1,9,0,1,1,1,3,0,1,7,1,9,0,2,1,2,5,0,2,3,2,7,0,1,1,2,4
DAMIMAS_A21B_0771,nonjson,False,15,4,0,4,9,2,15,0,2,5,1,8,0,1,1,1,3,0,2,5,1,8,0,2,1,2,5,0,2,2,2,6,0,1,1,1,3
DAMIMAS_A21B_0772,nonjson,False,9,4,3,1,4,1,9,2,1,2,1,6,1,1,1,1,4,2,1,2,1,6,1,1,1,1,4,2,1,1,1,5,1,1,1,1,4
DAMIMAS_A21B_0773,nonjson,False,16,4,1,4,9,2,16,1,2,5,1,9,1,1,1,2,5,1,2,5,1,9,1,1,1,2,5,1,2,4,2,9,1,1,1,2,5
DAMIMAS_A21B_0774,nonjson,False,8,4,1,1,6,0,8,1,1,3,0,5,1,1,1,0,3,1,1,3,0,5,1,1,1,0,3,1,1,2,0,4,1,1,2,0,4
DAMIMAS_A21B_0775,nonjson,False,17,4,0,3,13,1,17,0,2,7,1,10,0,1,1,1,3,0,2,7,1,10,0,1,1,1,3,0,1,3,1,5,0,1,1,1,3
