method,params,mean_MAE,acc_within_1_error,mean_total_error,score,n_trees
ensemble,"{'lg': 0.0, 'hm': 0.5, 'cm': 0.5, 'ridge': 0.25}",0.8103,32.89,3.24,24.79,228
ensemble,"{'lg': 0.0, 'hm': 0.5, 'cm': 0.0, 'ridge': 1.0}",1.0471,34.65,4.19,24.18,228
ensemble,"{'lg': 0.25, 'hm': 1.0, 'cm': 0.5, 'ridge': 0.0}",0.9715,33.77,3.89,24.06,228
ensemble,"{'lg': 0.0, 'hm': 0.75, 'cm': 0.25, 'ridge': 0.75}",1.0625,34.65,4.25,24.02,228
ensemble,"{'lg': 0.0, 'hm': 1.0, 'cm': 0.75, 'ridge': 0.0}",0.977,33.77,3.91,24.0,228
ensemble,"{'lg': 0.5, 'hm': 1.0, 'cm': 0.25, 'ridge': 0.0}",0.9748,33.33,3.9,23.59,228
ensemble,"{'lg': 0.25, 'hm': 0.5, 'cm': 0.25, 'ridge': 0.25}",0.8213,31.58,3.29,23.37,228
ensemble,"{'lg': 0.25, 'hm': 0.25, 'cm': 1.0, 'ridge': 0.25}",0.9276,32.46,3.71,23.18,228
ensemble,"{'lg': 0.5, 'hm': 0.5, 'cm': 0.0, 'ridge': 0.25}",0.8289,31.14,3.32,22.85,228
ensemble,"{'lg': 1.0, 'hm': 0.5, 'cm': 0.5, 'ridge': 0.5}",1.0943,33.33,4.38,22.39,228
ensemble,"{'lg': 0.0, 'hm': 0.25, 'cm': 0.0, 'ridge': 0.5}",0.8399,30.7,3.36,22.3,228
ensemble,"{'lg': 0.75, 'hm': 1.0, 'cm': 0.0, 'ridge': 0.0}",0.9846,32.02,3.94,22.17,228
ensemble,"{'lg': 0.75, 'hm': 0.25, 'cm': 0.0, 'ridge': 1.0}",1.1228,32.89,4.49,21.67,228
ensemble,"{'lg': 0.75, 'hm': 0.25, 'cm': 0.5, 'ridge': 0.25}",0.9485,31.14,3.79,21.66,228
ensemble,"{'lg': 0.0, 'hm': 1.0, 'cm': 1.0, 'ridge': 0.0}",1.0252,31.58,4.1,21.33,228
ensemble,"{'lg': 0.25, 'hm': 1.0, 'cm': 0.75, 'ridge': 0.0}",1.0252,31.58,4.1,21.33,228
ensemble,"{'lg': 0.5, 'hm': 0.25, 'cm': 0.75, 'ridge': 0.25}",0.9408,30.7,3.76,21.29,228
ensemble,"{'lg': 1.0, 'hm': 0.25, 'cm': 0.25, 'ridge': 0.25}",0.9616,30.7,3.85,21.09,228
ensemble,"{'lg': 0.75, 'hm': 0.5, 'cm': 0.75, 'ridge': 0.5}",1.1107,32.02,4.44,20.91,228
ensemble,"{'lg': 0.5, 'hm': 0.5, 'cm': 1.0, 'ridge': 0.5}",1.1228,32.02,4.49,20.79,228
ensemble,"{'lg': 1.0, 'hm': 0.0, 'cm': 1.0, 'ridge': 0.25}",0.9408,29.82,3.76,20.42,228
ensemble,"{'lg': 0.75, 'hm': 1.0, 'cm': 0.25, 'ridge': 0.0}",1.0263,30.26,4.11,20.0,228
ensemble,"{'lg': 1.0, 'hm': 1.0, 'cm': 0.0, 'ridge': 0.0}",1.0285,30.26,4.11,19.98,228
ensemble,"{'lg': 0.5, 'hm': 1.0, 'cm': 0.5, 'ridge': 0.0}",1.0351,30.26,4.14,19.91,228
ensemble,"{'lg': 1.0, 'hm': 0.75, 'cm': 0.5, 'ridge': 0.25}",1.1305,31.14,4.52,19.84,228
ensemble,"{'lg': 0.5, 'hm': 0.25, 'cm': 0.25, 'ridge': 1.0}",1.1349,31.14,4.54,19.79,228
ensemble,"{'lg': 0.25, 'hm': 0.75, 'cm': 1.0, 'ridge': 0.0}",1.0274,29.82,4.11,19.55,228
ensemble,"{'lg': 1.0, 'hm': 1.0, 'cm': 0.25, 'ridge': 0.0}",1.0757,30.26,4.3,19.51,228
ensemble,"{'lg': 0.25, 'hm': 1.0, 'cm': 1.0, 'ridge': 0.0}",1.0757,29.82,4.3,19.07,228
ensemble,"{'lg': 0.5, 'hm': 1.0, 'cm': 0.75, 'ridge': 0.0}",1.08,29.82,4.32,19.02,228
ensemble,"{'lg': 0.75, 'hm': 1.0, 'cm': 0.5, 'ridge': 0.0}",1.0833,29.82,4.33,18.99,228
ensemble,"{'lg': 0.0, 'hm': 0.5, 'cm': 0.25, 'ridge': 0.25}",0.92,28.07,3.68,18.87,228
ensemble,"{'lg': 0.75, 'hm': 0.75, 'cm': 1.0, 'ridge': 0.0}",1.0976,29.82,4.39,18.85,228
ensemble,"{'lg': 1.0, 'hm': 0.75, 'cm': 0.75, 'ridge': 0.0}",1.1031,29.82,4.41,18.79,228
ensemble,"{'lg': 0.0, 'hm': 1.0, 'cm': 0.5, 'ridge': 0.0}",1.0,28.51,4.0,18.51,228
ensemble,"{'lg': 0.75, 'hm': 0.75, 'cm': 0.75, 'ridge': 0.25}",1.1338,29.82,4.54,18.49,228
ensemble,"{'lg': 0.25, 'hm': 0.25, 'cm': 0.5, 'ridge': 1.0}",1.1469,29.82,4.59,18.36,228
ensemble,"{'lg': 1.0, 'hm': 0.75, 'cm': 0.0, 'ridge': 0.5}",1.1053,29.39,4.42,18.33,228
ensemble,"{'lg': 0.5, 'hm': 0.75, 'cm': 0.75, 'ridge': 0.0}",1.0318,28.51,4.13,18.19,228
ensemble,"{'lg': 0.75, 'hm': 0.75, 'cm': 0.25, 'ridge': 0.5}",1.1206,28.95,4.48,17.74,228
ensemble,"{'lg': 0.5, 'hm': 1.0, 'cm': 0.0, 'ridge': 0.0}",1.0143,27.63,4.06,17.49,228
ensemble,"{'lg': 0.5, 'hm': 0.75, 'cm': 1.0, 'ridge': 0.25}",1.148,28.95,4.59,17.47,228
ensemble,"{'lg': 0.0, 'hm': 0.25, 'cm': 0.75, 'ridge': 1.0}",1.1535,28.95,4.61,17.41,228
ensemble,"{'lg': 0.25, 'hm': 1.0, 'cm': 0.25, 'ridge': 0.0}",1.0121,27.19,4.05,17.07,228
ensemble,"{'lg': 0.25, 'hm': 0.75, 'cm': 0.75, 'ridge': 0.5}",1.1458,28.51,4.58,17.05,228
ensemble,"{'lg': 1.0, 'hm': 1.0, 'cm': 0.0, 'ridge': 0.25}",1.1042,28.07,4.42,17.03,228
ensemble,"{'lg': 0.25, 'hm': 0.5, 'cm': 0.0, 'ridge': 0.25}",0.9375,26.32,3.75,16.94,228
ensemble,"{'lg': 0.0, 'hm': 1.0, 'cm': 0.0, 'ridge': 0.0}",0.9868,26.75,3.95,16.89,228
ensemble,"{'lg': 0.75, 'hm': 1.0, 'cm': 0.25, 'ridge': 0.25}",1.1184,28.07,4.47,16.89,228
hungarian_match,{'cost_thresh': 0.8},0.9868,26.75,3.95,16.89,228
ensemble,"{'lg': 0.5, 'hm': 0.75, 'cm': 0.5, 'ridge': 0.5}",1.1349,28.07,4.54,16.72,228
ensemble,"{'lg': 0.75, 'hm': 0.75, 'cm': 0.75, 'ridge': 0.0}",1.0581,27.19,4.23,16.61,228
ensemble,"{'lg': 0.0, 'hm': 0.75, 'cm': 1.0, 'ridge': 0.5}",1.1502,28.07,4.6,16.57,228
ensemble,"{'lg': 0.5, 'hm': 0.75, 'cm': 1.0, 'ridge': 0.0}",1.0669,27.19,4.27,16.52,228
ensemble,"{'lg': 0.75, 'hm': 0.75, 'cm': 0.5, 'ridge': 0.0}",1.0362,26.75,4.14,16.39,228
ensemble,"{'lg': 0.5, 'hm': 1.0, 'cm': 0.5, 'ridge': 0.25}",1.1283,27.63,4.51,16.35,228
ensemble,"{'lg': 1.0, 'hm': 0.75, 'cm': 0.5, 'ridge': 0.0}",1.068,26.75,4.27,16.07,228
ensemble,"{'lg': 1.0, 'hm': 0.25, 'cm': 0.5, 'ridge': 0.75}",1.1721,27.63,4.69,15.91,228
ensemble,"{'lg': 0.0, 'hm': 1.0, 'cm': 0.25, 'ridge': 0.0}",1.0,25.88,4.0,15.88,228
ensemble,"{'lg': 1.0, 'hm': 0.75, 'cm': 0.25, 'ridge': 0.0}",1.045,26.32,4.18,15.87,228
ensemble,"{'lg': 0.25, 'hm': 1.0, 'cm': 0.75, 'ridge': 0.25}",1.136,27.19,4.54,15.83,228
ensemble,"{'lg': 0.0, 'hm': 1.0, 'cm': 1.0, 'ridge': 0.25}",1.1393,27.19,4.56,15.8,228
ensemble,"{'lg': 0.0, 'hm': 0.75, 'cm': 0.5, 'ridge': 0.0}",0.9967,25.44,3.99,15.47,228
ensemble,"{'lg': 0.75, 'hm': 0.25, 'cm': 0.75, 'ridge': 0.75}",1.1831,27.19,4.73,15.36,228
ensemble,"{'lg': 0.25, 'hm': 1.0, 'cm': 0.0, 'ridge': 0.0}",1.0175,25.44,4.07,15.26,228
ensemble,"{'lg': 1.0, 'hm': 0.5, 'cm': 1.0, 'ridge': 0.0}",1.1075,25.88,4.43,14.8,228
ensemble,"{'lg': 0.0, 'hm': 0.0, 'cm': 0.5, 'ridge': 0.5}",0.8991,23.68,3.6,14.69,228
ensemble,"{'lg': 0.5, 'hm': 0.75, 'cm': 0.0, 'ridge': 0.0}",1.0154,24.56,4.06,14.41,228
ensemble,"{'lg': 0.5, 'hm': 0.25, 'cm': 1.0, 'ridge': 0.75}",1.1941,26.32,4.78,14.37,228
ensemble,"{'lg': 0.0, 'hm': 0.25, 'cm': 1.0, 'ridge': 0.25}",1.023,24.56,4.09,14.33,228
ensemble,"{'lg': 0.5, 'hm': 0.75, 'cm': 0.25, 'ridge': 0.0}",1.0713,25.0,4.29,14.29,228
ensemble,"{'lg': 0.25, 'hm': 0.75, 'cm': 0.25, 'ridge': 0.0}",1.0143,24.12,4.06,13.98,228
ensemble,"{'lg': 0.0, 'hm': 0.75, 'cm': 0.75, 'ridge': 0.0}",1.0581,24.56,4.23,13.98,228
ensemble,"{'lg': 0.25, 'hm': 0.25, 'cm': 0.75, 'ridge': 0.25}",1.0274,24.12,4.11,13.85,228
ensemble,"{'lg': 0.5, 'hm': 0.25, 'cm': 0.5, 'ridge': 0.25}",1.0373,24.12,4.15,13.75,228
ensemble,"{'lg': 0.0, 'hm': 0.75, 'cm': 1.0, 'ridge': 0.0}",1.0866,24.56,4.35,13.7,228
ensemble,"{'lg': 0.75, 'hm': 0.0, 'cm': 1.0, 'ridge': 0.25}",1.0439,24.12,4.18,13.68,228
ensemble,"{'lg': 0.75, 'hm': 1.0, 'cm': 0.5, 'ridge': 0.25}",1.2675,26.32,5.07,13.64,228
ensemble,"{'lg': 0.25, 'hm': 0.75, 'cm': 0.5, 'ridge': 0.0}",1.0614,24.12,4.25,13.51,228
ensemble,"{'lg': 1.0, 'hm': 1.0, 'cm': 0.25, 'ridge': 0.25}",1.2643,25.88,5.06,13.23,228
ensemble,"{'lg': 1.0, 'hm': 0.0, 'cm': 0.75, 'ridge': 0.25}",1.057,23.68,4.23,13.11,228
ensemble,"{'lg': 0.5, 'hm': 1.0, 'cm': 0.0, 'ridge': 0.5}",1.159,24.56,4.64,12.97,228
ensemble,"{'lg': 0.25, 'hm': 1.0, 'cm': 0.25, 'ridge': 0.5}",1.1656,24.56,4.66,12.91,228
ensemble,"{'lg': 0.75, 'hm': 0.75, 'cm': 0.0, 'ridge': 0.0}",1.0899,23.68,4.36,12.79,228
ensemble,"{'lg': 0.75, 'hm': 0.25, 'cm': 0.25, 'ridge': 0.25}",1.0482,23.25,4.19,12.76,228
ensemble,"{'lg': 0.5, 'hm': 1.0, 'cm': 0.75, 'ridge': 0.25}",1.2697,25.44,5.08,12.74,228
ensemble,"{'lg': 0.25, 'hm': 0.0, 'cm': 0.25, 'ridge': 0.5}",0.9035,21.49,3.61,12.46,228
ensemble,"{'lg': 0.25, 'hm': 0.75, 'cm': 0.75, 'ridge': 0.0}",1.0855,23.25,4.34,12.39,228
ensemble,"{'lg': 0.0, 'hm': 1.0, 'cm': 0.5, 'ridge': 0.5}",1.1875,24.12,4.75,12.25,228
ensemble,"{'lg': 0.5, 'hm': 1.0, 'cm': 1.0, 'ridge': 0.0}",1.2325,24.56,4.93,12.24,228
ensemble,"{'lg': 0.25, 'hm': 1.0, 'cm': 1.0, 'ridge': 0.25}",1.2785,25.0,5.11,12.21,228
ensemble,"{'lg': 0.25, 'hm': 0.5, 'cm': 0.0, 'ridge': 1.0}",1.1996,24.12,4.8,12.13,228
ensemble,"{'lg': 0.75, 'hm': 1.0, 'cm': 0.75, 'ridge': 0.0}",1.2215,24.12,4.89,11.91,228
ensemble,"{'lg': 1.0, 'hm': 1.0, 'cm': 0.5, 'ridge': 0.0}",1.2281,24.12,4.91,11.84,228
ensemble,"{'lg': 0.0, 'hm': 0.5, 'cm': 0.25, 'ridge': 1.0}",1.2061,23.68,4.82,11.62,228
ensemble,"{'lg': 0.75, 'hm': 0.5, 'cm': 1.0, 'ridge': 0.0}",1.1086,22.37,4.43,11.28,228
ensemble,"{'lg': 0.5, 'hm': 0.0, 'cm': 0.0, 'ridge': 0.5}",0.9221,20.18,3.69,10.95,228
ensemble,"{'lg': 0.0, 'hm': 0.25, 'cm': 0.75, 'ridge': 0.25}",0.9825,20.61,3.93,10.79,228
ensemble,"{'lg': 0.75, 'hm': 0.75, 'cm': 0.5, 'ridge': 0.5}",1.295,23.68,5.18,10.73,228
ensemble,"{'lg': 1.0, 'hm': 0.75, 'cm': 0.25, 'ridge': 0.5}",1.2906,23.25,5.16,10.34,228
ensemble,"{'lg': 1.0, 'hm': 0.5, 'cm': 0.75, 'ridge': 0.0}",1.1184,21.49,4.47,10.31,228
ensemble,"{'lg': 1.0, 'hm': 0.25, 'cm': 0.0, 'ridge': 0.25}",1.0746,21.05,4.3,10.31,228
ensemble,"{'lg': 0.5, 'hm': 0.75, 'cm': 0.75, 'ridge': 0.5}",1.3081,23.25,5.23,10.16,228
ensemble,"{'lg': 0.5, 'hm': 0.75, 'cm': 0.5, 'ridge': 0.0}",1.1009,21.05,4.4,10.04,228
ensemble,"{'lg': 0.25, 'hm': 0.25, 'cm': 0.5, 'ridge': 0.25}",0.9868,19.74,3.95,9.87,228
ensemble,"{'lg': 0.5, 'hm': 0.5, 'cm': 1.0, 'ridge': 0.0}",1.1261,21.05,4.5,9.79,228
ensemble,"{'lg': 0.25, 'hm': 0.75, 'cm': 1.0, 'ridge': 0.5}",1.318,22.81,5.27,9.63,228
ensemble,"{'lg': 1.0, 'hm': 0.75, 'cm': 0.0, 'ridge': 0.0}",1.1173,20.61,4.47,9.44,228
ensemble,"{'lg': 0.25, 'hm': 0.5, 'cm': 1.0, 'ridge': 0.0}",1.1305,20.61,4.52,9.31,228
ensemble,"{'lg': 1.0, 'hm': 0.5, 'cm': 0.0, 'ridge': 0.75}",1.2478,21.05,4.99,8.57,228
ensemble,"{'lg': 0.75, 'hm': 0.5, 'cm': 0.75, 'ridge': 0.0}",1.1195,19.74,4.48,8.54,228
ensemble,"{'lg': 1.0, 'hm': 0.5, 'cm': 0.25, 'ridge': 0.0}",1.1667,20.18,4.67,8.51,228
ensemble,"{'lg': 0.5, 'hm': 0.5, 'cm': 0.75, 'ridge': 0.0}",1.1469,19.74,4.59,8.27,228
ensemble,"{'lg': 0.75, 'hm': 0.75, 'cm': 0.25, 'ridge': 0.0}",1.1086,19.3,4.43,8.21,228
ensemble,"{'lg': 0.75, 'hm': 0.5, 'cm': 0.25, 'ridge': 0.75}",1.2544,20.61,5.02,8.07,228
ensemble,"{'lg': 0.75, 'hm': 0.5, 'cm': 0.5, 'ridge': 0.0}",1.1667,19.74,4.67,8.07,228
ensemble,"{'lg': 0.5, 'hm': 0.25, 'cm': 0.25, 'ridge': 0.25}",1.0055,17.98,4.02,7.93,228
hungarian_match,{'cost_thresh': 1.0},1.0976,18.86,4.39,7.88,228
ensemble,"{'lg': 0.75, 'hm': 1.0, 'cm': 0.0, 'ridge': 0.5}",1.3191,21.05,5.28,7.86,228
ensemble,"{'lg': 0.0, 'hm': 0.5, 'cm': 0.0, 'ridge': 0.25}",1.0241,17.98,4.1,7.74,228
ensemble,"{'lg': 0.5, 'hm': 0.5, 'cm': 0.5, 'ridge': 0.75}",1.261,20.18,5.04,7.57,228
ensemble,"{'lg': 0.0, 'hm': 0.75, 'cm': 0.25, 'ridge': 0.0}",1.1612,18.86,4.64,7.25,228
ensemble,"{'lg': 0.5, 'hm': 1.0, 'cm': 0.25, 'ridge': 0.5}",1.3377,20.61,5.35,7.24,228
ensemble,"{'lg': 0.25, 'hm': 1.0, 'cm': 0.5, 'ridge': 0.5}",1.3454,20.61,5.38,7.16,228
ensemble,"{'lg': 1.0, 'hm': 0.5, 'cm': 0.5, 'ridge': 0.0}",1.1414,18.42,4.57,7.01,228
ensemble,"{'lg': 0.5, 'hm': 0.75, 'cm': 0.0, 'ridge': 0.75}",1.2763,19.74,5.11,6.97,228
ensemble,"{'lg': 0.25, 'hm': 0.5, 'cm': 0.75, 'ridge': 0.75}",1.2862,19.74,5.14,6.88,228
ensemble,"{'lg': 0.0, 'hm': 1.0, 'cm': 0.75, 'ridge': 0.5}",1.3586,20.18,5.43,6.59,228
ensemble,"{'lg': 0.25, 'hm': 0.75, 'cm': 0.25, 'ridge': 0.75}",1.2895,18.86,5.16,5.96,228
ensemble,"{'lg': 0.0, 'hm': 0.5, 'cm': 1.0, 'ridge': 0.75}",1.2906,18.86,5.16,5.95,228
ensemble,"{'lg': 0.0, 'hm': 0.75, 'cm': 0.5, 'ridge': 0.75}",1.3059,18.42,5.22,5.36,228
ensemble,"{'lg': 0.75, 'hm': 0.25, 'cm': 0.0, 'ridge': 0.25}",1.0285,15.35,4.11,5.07,228
ensemble,"{'lg': 1.0, 'hm': 0.5, 'cm': 0.25, 'ridge': 0.75}",1.3509,18.42,5.4,4.91,228
ensemble,"{'lg': 0.5, 'hm': 0.5, 'cm': 0.5, 'ridge': 0.0}",1.2412,17.11,4.96,4.69,228
hungarian_match,{'cost_thresh': 1.2},1.1469,15.79,4.59,4.32,228
ensemble,"{'lg': 0.75, 'hm': 0.5, 'cm': 0.5, 'ridge': 0.75}",1.3772,17.98,5.51,4.21,228
ensemble,"{'lg': 0.75, 'hm': 0.0, 'cm': 0.75, 'ridge': 0.25}",1.1579,15.79,4.63,4.21,228
ensemble,"{'lg': 0.0, 'hm': 0.25, 'cm': 0.5, 'ridge': 0.25}",1.0855,14.91,4.34,4.06,228
ensemble,"{'lg': 0.0, 'hm': 0.5, 'cm': 1.0, 'ridge': 0.0}",1.227,16.23,4.91,3.96,228
ensemble,"{'lg': 1.0, 'hm': 0.25, 'cm': 1.0, 'ridge': 0.5}",1.2336,16.23,4.93,3.89,228
ensemble,"{'lg': 0.0, 'hm': 0.5, 'cm': 0.75, 'ridge': 0.0}",1.1831,15.35,4.73,3.52,228
ensemble,"{'lg': 0.5, 'hm': 1.0, 'cm': 0.5, 'ridge': 0.5}",1.4989,18.42,6.0,3.43,228
ensemble,"{'lg': 0.25, 'hm': 0.5, 'cm': 0.75, 'ridge': 0.0}",1.239,15.79,4.96,3.4,228
ensemble,"{'lg': 0.5, 'hm': 0.0, 'cm': 1.0, 'ridge': 0.25}",1.1557,14.91,4.62,3.36,228
ensemble,"{'lg': 0.5, 'hm': 0.5, 'cm': 0.75, 'ridge': 0.75}",1.3838,17.11,5.54,3.27,228
ensemble,"{'lg': 0.75, 'hm': 0.5, 'cm': 0.25, 'ridge': 0.0}",1.2577,15.79,5.03,3.21,228
ensemble,"{'lg': 1.0, 'hm': 0.0, 'cm': 0.5, 'ridge': 0.25}",1.1721,14.91,4.69,3.19,228
ensemble,"{'lg': 1.0, 'hm': 1.0, 'cm': 0.0, 'ridge': 0.5}",1.4836,17.98,5.93,3.15,228
ensemble,"{'lg': 0.75, 'hm': 1.0, 'cm': 0.25, 'ridge': 0.5}",1.4868,17.98,5.95,3.11,228
ensemble,"{'lg': 0.25, 'hm': 0.75, 'cm': 0.0, 'ridge': 0.0}",1.1897,14.91,4.76,3.02,228
ensemble,"{'lg': 0.25, 'hm': 0.0, 'cm': 1.0, 'ridge': 0.25}",1.1974,14.91,4.79,2.94,228
ensemble,"{'lg': 0.0, 'hm': 0.0, 'cm': 1.0, 'ridge': 0.25}",1.1107,14.04,4.44,2.93,228
ensemble,"{'lg': 0.25, 'hm': 1.0, 'cm': 0.75, 'ridge': 0.5}",1.5099,17.98,6.04,2.88,228
ensemble,"{'lg': 0.25, 'hm': 0.5, 'cm': 1.0, 'ridge': 0.75}",1.3904,16.67,5.56,2.76,228
ensemble,"{'lg': 1.0, 'hm': 0.25, 'cm': 1.0, 'ridge': 0.0}",1.2292,14.91,4.92,2.62,228
ensemble,"{'lg': 0.25, 'hm': 0.5, 'cm': 0.5, 'ridge': 0.0}",1.193,14.47,4.77,2.54,228
ensemble,"{'lg': 0.0, 'hm': 0.75, 'cm': 0.0, 'ridge': 0.0}",1.1941,14.47,4.78,2.53,228
ensemble,"{'lg': 0.0, 'hm': 1.0, 'cm': 1.0, 'ridge': 0.5}",1.5164,17.54,6.07,2.38,228
ensemble,"{'lg': 0.25, 'hm': 0.0, 'cm': 0.75, 'ridge': 0.25}",1.1217,13.16,4.49,1.94,228
ensemble,"{'lg': 0.25, 'hm': 0.25, 'cm': 0.25, 'ridge': 0.25}",1.1009,12.72,4.4,1.71,228
ensemble,"{'lg': 0.5, 'hm': 0.25, 'cm': 0.0, 'ridge': 0.25}",1.102,12.72,4.41,1.7,228
hungarian_match,{'cost_thresh': 1.5},1.1941,13.6,4.78,1.66,228
ensemble,"{'lg': 0.0, 'hm': 0.0, 'cm': 0.25, 'ridge': 0.5}",1.1129,12.28,4.45,1.15,228
ensemble,"{'lg': 0.5, 'hm': 0.0, 'cm': 0.75, 'ridge': 0.25}",1.2072,13.16,4.83,1.09,228
ensemble,"{'lg': 1.0, 'hm': 0.25, 'cm': 0.75, 'ridge': 0.0}",1.3026,14.04,5.21,1.01,228
ensemble,"{'lg': 0.0, 'hm': 1.0, 'cm': 0.0, 'ridge': 0.75}",1.3092,14.04,5.24,0.94,228
ensemble,"{'lg': 0.75, 'hm': 0.75, 'cm': 0.0, 'ridge': 0.75}",1.4167,14.91,5.67,0.75,228
ensemble,"{'lg': 0.75, 'hm': 0.25, 'cm': 1.0, 'ridge': 0.0}",1.2862,13.6,5.14,0.73,228
ensemble,"{'lg': 1.0, 'hm': 0.5, 'cm': 1.0, 'ridge': 0.25}",1.2489,13.16,5.0,0.67,228
ensemble,"{'lg': 0.25, 'hm': 0.0, 'cm': 0.0, 'ridge': 0.5}",1.1217,11.84,4.49,0.62,228
ensemble,"{'lg': 0.5, 'hm': 0.5, 'cm': 0.25, 'ridge': 0.0}",1.2138,12.28,4.86,0.14,228
ensemble,"{'lg': 0.75, 'hm': 0.0, 'cm': 0.5, 'ridge': 0.25}",1.2182,12.28,4.87,0.1,228
ensemble,"{'lg': 0.5, 'hm': 0.0, 'cm': 0.5, 'ridge': 0.25}",1.1447,11.4,4.58,-0.04,228
ensemble,"{'lg': 0.75, 'hm': 0.0, 'cm': 0.75, 'ridge': 1.0}",1.364,13.6,5.46,-0.04,228
ensemble,"{'lg': 1.0, 'hm': 0.5, 'cm': 0.0, 'ridge': 0.0}",1.284,12.72,5.14,-0.12,228
ensemble,"{'lg': 1.0, 'hm': 0.0, 'cm': 0.5, 'ridge': 1.0}",1.3717,13.6,5.49,-0.12,228
ensemble,"{'lg': 0.5, 'hm': 0.75, 'cm': 0.25, 'ridge': 0.75}",1.4298,14.04,5.72,-0.26,228
ensemble,"{'lg': 0.5, 'hm': 0.25, 'cm': 0.75, 'ridge': 0.0}",1.3213,12.72,5.29,-0.49,228
ensemble,"{'lg': 0.75, 'hm': 0.5, 'cm': 0.0, 'ridge': 0.0}",1.2357,11.84,4.94,-0.52,228
ensemble,"{'lg': 0.0, 'hm': 0.5, 'cm': 0.5, 'ridge': 0.0}",1.2566,11.84,5.03,-0.72,228
ensemble,"{'lg': 0.25, 'hm': 0.25, 'cm': 1.0, 'ridge': 0.0}",1.3191,12.28,5.28,-0.91,228
ensemble,"{'lg': 0.75, 'hm': 0.0, 'cm': 0.25, 'ridge': 0.25}",1.159,10.53,4.64,-1.06,228
ensemble,"{'lg': 0.5, 'hm': 0.25, 'cm': 1.0, 'ridge': 0.0}",1.3355,12.28,5.34,-1.07,228
ensemble,"{'lg': 1.0, 'hm': 0.0, 'cm': 0.0, 'ridge': 0.25}",1.17,10.53,4.68,-1.17,228
ensemble,"{'lg': 0.25, 'hm': 1.0, 'cm': 0.0, 'ridge': 0.75}",1.4814,13.6,5.93,-1.22,228
ensemble,"{'lg': 0.5, 'hm': 0.0, 'cm': 1.0, 'ridge': 1.0}",1.398,12.72,5.59,-1.26,228
ensemble,"{'lg': 0.25, 'hm': 0.75, 'cm': 0.5, 'ridge': 0.75}",1.4485,13.16,5.79,-1.33,228
ensemble,"{'lg': 0.0, 'hm': 0.75, 'cm': 0.75, 'ridge': 0.75}",1.4539,13.16,5.82,-1.38,228
ensemble,"{'lg': 0.25, 'hm': 0.5, 'cm': 0.25, 'ridge': 0.0}",1.2708,10.96,5.08,-1.74,228
ensemble,"{'lg': 1.0, 'hm': 0.25, 'cm': 0.5, 'ridge': 0.0}",1.3629,11.84,5.45,-1.79,228
ensemble,"{'lg': 1.0, 'hm': 0.0, 'cm': 0.25, 'ridge': 0.25}",1.239,10.53,4.96,-1.86,228
ensemble,"{'lg': 0.0, 'hm': 0.25, 'cm': 1.0, 'ridge': 0.0}",1.2906,10.96,5.16,-1.94,228
ensemble,"{'lg': 0.75, 'hm': 0.5, 'cm': 1.0, 'ridge': 0.5}",1.3794,11.84,5.52,-1.95,228
ensemble,"{'lg': 0.75, 'hm': 0.25, 'cm': 0.75, 'ridge': 0.0}",1.3487,11.4,5.39,-2.08,228
ensemble,"{'lg': 0.0, 'hm': 1.0, 'cm': 0.25, 'ridge': 0.75}",1.4945,12.72,5.98,-2.23,228
ensemble,"{'lg': 0.5, 'hm': 0.5, 'cm': 0.0, 'ridge': 0.0}",1.2851,10.53,5.14,-2.32,228
ensemble,"{'lg': 1.0, 'hm': 0.5, 'cm': 0.75, 'ridge': 0.5}",1.3761,11.4,5.5,-2.36,228
ensemble,"{'lg': 0.75, 'hm': 0.25, 'cm': 0.5, 'ridge': 0.0}",1.3388,10.96,5.36,-2.42,228
ensemble,"{'lg': 1.0, 'hm': 0.25, 'cm': 0.0, 'ridge': 1.0}",1.3849,11.4,5.54,-2.45,228
ensemble,"{'lg': 1.0, 'hm': 0.0, 'cm': 1.0, 'ridge': 0.0}",1.3936,11.4,5.57,-2.53,228
ensemble,"{'lg': 0.75, 'hm': 0.0, 'cm': 1.0, 'ridge': 0.0}",1.3838,10.96,5.54,-2.87,228
ensemble,"{'lg': 0.0, 'hm': 0.25, 'cm': 0.25, 'ridge': 0.25}",1.2577,9.65,5.03,-2.93,228
ensemble,"{'lg': 0.25, 'hm': 0.25, 'cm': 0.0, 'ridge': 0.25}",1.2697,9.65,5.08,-3.05,228
ensemble,"{'lg': 1.0, 'hm': 0.25, 'cm': 0.25, 'ridge': 0.0}",1.3607,10.53,5.44,-3.08,228
ensemble,"{'lg': 1.0, 'hm': 0.75, 'cm': 0.75, 'ridge': 0.25}",1.364,10.53,5.46,-3.11,228
ensemble,"{'lg': 0.75, 'hm': 0.75, 'cm': 1.0, 'ridge': 0.25}",1.364,10.53,5.46,-3.11,228
ensemble,"{'lg': 1.0, 'hm': 0.0, 'cm': 1.0, 'ridge': 0.75}",1.3355,10.09,5.34,-3.27,228
ensemble,"{'lg': 0.25, 'hm': 0.25, 'cm': 0.75, 'ridge': 0.0}",1.307,9.65,5.23,-3.42,228
ensemble,"{'lg': 0.75, 'hm': 0.25, 'cm': 0.25, 'ridge': 1.0}",1.4013,10.53,5.61,-3.49,228
